PassengerId,Age,CryoSleep,Total_Spend,Transported
0148_01,42,False,1158,False
0149_01,27,True,0,True
0151_01,38,True,0,False
0152_01,41,False,607,False
0160_01,22,False,4180,False
0163_01,26,True,0,True
0163_02,17,True,0,True
0164_01,57,False,1873,True
0164_02,17,True,0,False
0165_01,35,True,0,True
0167_01,13,True,0,True
0167_02,27,False,1572,False
0169_01,31,True,0,False
0170_01,24,False,788,False
0171_01,19,True,0,True
0172_01,32,True,0,True
0173_01,58,False,990,True
0174_01,21,False,593,False
0177_01,38,False,27428,False
0178_01,38,False,3722,False
0179_01,19,False,906,True
0179_02,0,False,0,False
0179_03,3,False,0,True
0181_01,20,False,394,False
0182_01,24,True,0,True
0183_01,37,False,821,True
0186_01,25,False,1018,False
0188_01,56,True,0,True
0189_01,49,False,788,False
0190_01,11,True,0,False
0192_01,1,True,0,True
0192_02,8,False,0,False
0192_03,39,False,908,False
0193_01,2,True,0,True
0193_02,23,False,1080,False
0193_03,0,False,0,True
0195_01,39,False,1273,True
0196_01,25,False,1778,False
0197_01,36,False,2342,False
0198_01,52,False,0,True
0199_01,18,True,0,False
0200_01,15,True,0,True
0201_01,35,True,0,True
0201_02,47,True,0,True
0202_01,45,True,0,True
0202_02,27,False,3754,True
0203_01,51,True,0,True
0205_01,29,False,773,False
0206_01,27,False,2981,True
0207_01,19,True,0,False
0210_01,24,True,0,True
0211_01,29,False,1040,True
0211_02,11,True,0,True
0211_03,17,False,1337,False
0212_01,13,False,982,False
0212_02,35,False,732,False
0213_01,21,False,794,False
0216_01,21,False,1974,False
0217_01,38,False,1544,False
0219_01,19,True,0,True
0220_01,2,True,0,True
0220_02,0,False,0,True
0220_03,13,True,0,False
0220_04,25,False,206,False
0220_05,16,False,1102,False
0220_06,1,False,0,False
0220_07,15,True,0,True
0221_01,21,False,2356,False
0221_02,23,False,1298,False
0221_03,33,False,2134,False
0221_04,21,True,0,True
0221_05,41,False,2597,False
0221_06,16,False,1370,False
0221_07,42,True,0,False
0222_01,20,False,1417,False
0222_02,24,True,0,True
0222_03,16,True,0,True
0223_01,21,False,676,False
0224_01,32,False,1820,False
0225_01,58,True,0,True
0229_01,24,False,803,False
0231_01,30,False,1806,False
0232_01,27,True,0,False
0233_01,32,False,1750,False
0234_01,43,False,888,False
0237_01,42,True,0,True
0239_01,37,False,1048,False
0240_01,35,True,0,True
0241_01,33,False,7177,False
0242_01,18,False,1288,False
0243_01,21,True,0,False
0244_01,43,True,0,True
0244_02,14,True,0,True
0245_01,46,False,3578,True
0245_02,33,False,12378,False
0246_01,21,False,3261,False
0248_01,33,False,9684,False
0250_01,47,True,0,False
0251_01,54,True,0,True
0252_01,30,False,1571,False
0253_01,29,False,888,False
0254_01,21,False,1290,True
0255_01,24,True,0,True
0257_01,21,False,1664,False
0257_02,60,True,0,True
0258_01,22,False,704,False
0260_01,26,False,7845,False
0261_01,26,False,898,False
0263_01,28,True,0,True
0265_01,39,True,0,True
0267_01,13,False,873,False
0269_01,47,False,823,True
0270_01,63,False,1393,False
0275_01,27,True,0,True
0277_01,50,False,2487,True
0278_01,35,False,888,False
0278_02,45,False,444,False
0281_01,19,False,2078,True
0282_01,21,False,918,True
0283_01,29,True,0,True
0283_02,22,False,803,True
0285_01,14,True,0,True
0285_02,42,True,0,True
0286_01,57,False,1488,False
0287_01,39,True,0,True
0287_02,28,False,2085,False
0288_01,19,False,828,False
0289_01,19,True,0,True
0290_01,26,False,5877,True
0290_02,17,True,0,True
0290_03,43,True,0,True
0290_04,9,False,0,True
0291_01,40,False,7678,True
0294_01,50,True,0,True
0297_01,24,False,1433,True
0298_01,57,True,0,True
0301_01,16,True,0,False
0302_01,23,False,1385,False
0303_01,23,True,0,True
0304_01,28,False,7439,False
0305_01,23,False,3073,False
0306_01,23,False,904,False
0307_01,18,False,1359,True
0309_01,18,False,1357,False
0310_01,67,False,4947,False
0313_01,60,False,552,True
0313_02,27,True,0,True
0313_03,49,False,649,True
0313_04,0,False,0,True
0314_01,26,False,1790,False
0315_01,35,True,0,True
0316_01,24,False,2798,True
0316_02,20,True,0,True
0320_01,18,False,2,False
0320_02,21,False,8,False
0321_01,59,False,1227,False
0322_01,13,True,0,False
0324_01,43,True,0,False
0326_01,29,True,0,False
0327_01,19,False,803,True
0330_01,2,False,0,True
0330_02,32,False,5146,True
0330_03,33,False,2168,False
0331_01,25,False,803,False
0333_01,29,True,0,True
0334_01,29,False,7404,False
0336_01,44,False,712,False
0337_01,2,True,0,True
0337_02,19,False,2460,True
0337_03,0,False,0,True
0338_01,18,True,0,True
0340_01,38,True,0,True
0341_01,5,True,0,False
0343_01,31,False,1302,False
0345_01,30,True,0,False
0346_01,15,True,0,True
0347_01,27,False,1868,False
0348_01,22,False,3223,True
0348_02,36,False,2385,True
0350_01,14,True,0,True
0352_01,23,False,4976,False
0355_01,18,True,0,True
0356_01,36,True,0,True
0357_01,41,False,1894,False
0358_01,50,True,0,True
0358_02,32,True,0,True
0359_01,26,False,689,False
0360_01,15,False,715,False
0361_01,33,False,733,True
0365_01,27,False,706,False
0368_01,26,False,7405,False
0368_02,61,True,0,True
0369_01,24,False,827,True
0370_01,30,False,1559,False
0371_01,24,True,0,True
0372_01,24,False,2771,False
0373_01,41,True,0,False
0375_01,20,False,788,False
0376_01,22,False,908,True
0377_01,63,False,9432,False
0378_01,18,False,6065,False
0378_02,21,True,0,True
0378_03,79,False,10645,False
0378_04,56,True,0,True
0378_05,13,True,0,True
0378_06,33,False,4729,False
0378_07,32,True,0,True
0379_01,31,False,953,True
0380_01,26,True,0,True
0381_01,18,True,0,True
0381_02,38,True,0,True
0382_01,23,False,720,False
0383_01,28,False,4688,False
0383_02,34,True,0,False
0384_01,0,False,0,True
0384_02,14,False,909,True
0385_01,23,False,888,False
0387_01,49,True,0,False
0388_01,14,True,0,False
0389_01,18,False,791,False
0391_01,27,False,6784,True
0392_01,48,False,1619,False
0395_01,31,False,25400,False
0395_02,61,False,4445,False
0396_01,18,True,0,True
0397_01,45,True,0,True
0398_01,22,False,6498,False
0401_01,30,False,1056,False
0401_02,30,False,1783,False
0402_01,32,True,0,True
0403_01,43,False,1251,True
0405_01,17,False,494,False
0407_01,23,False,1720,False
0407_02,20,False,693,False
0407_03,39,True,0,False
0408_01,35,False,1299,False
0409_01,31,False,1118,False
0410_01,21,False,717,False
0411_01,16,False,932,False
0412_01,60,False,14744,True
0413_01,18,False,569,False
0415_01,42,True,0,False
0417_01,68,True,0,True
0417_02,22,False,7878,False
0417_03,59,True,0,True
0423_01,27,False,3662,True
0425_01,37,False,1157,False
0425_02,3,True,0,True
0425_03,31,True,0,True
0427_01,31,False,8956,True
0428_01,29,False,7972,True
0429_01,20,False,10345,True
0429_02,46,True,0,True
0430_01,29,False,1042,True
0431_01,43,True,0,True
0432_01,17,False,1493,False
0433_01,27,False,0,True
0433_02,47,False,7513,False
0434_01,45,True,0,True
0435_01,17,True,0,True
0436_01,10,False,0,True
0436_02,56,False,679,False
0437_01,39,False,871,False
0437_02,40,False,873,False
0438_01,40,True,0,True
0439_01,34,False,7674,False
0441_01,32,False,722,False
0442_01,35,False,1050,False
0444_01,32,False,3015,False
0444_02,26,False,2005,False
0445_01,25,False,2175,False
0445_02,26,False,792,False
0446_01,22,True,0,True
0447_01,22,False,804,True
0448_01,24,False,789,False
0448_02,32,True,0,True
0449_01,11,True,0,True
0452_01,22,True,0,True
0453_01,19,True,0,True
0453_02,34,True,0,True
0453_03,74,True,0,True
0454_01,28,False,5043,True
0454_02,42,True,0,True
0454_03,43,True,0,True
0456_01,55,False,715,False
0457_01,19,False,773,True
0457_02,6,True,0,False
0457_03,7,False,0,False
0458_01,28,True,0,True
0459_01,15,False,2217,False
0460_01,24,True,0,True
0461_01,31,False,869,True
0461_02,22,False,884,True
0461_03,1,False,0,True
0462_01,50,True,0,False
0463_01,34,False,1157,False
0463_02,14,False,1861,False
0465_01,19,False,1620,False
0465_02,27,False,826,True
0466_01,36,False,865,False
0468_01,34,True,0,False
0470_01,25,True,0,True
0470_02,36,True,0,True
0471_01,16,False,5400,False
0471_02,30,False,7976,True
0472_01,37,False,862,False
0474_01,15,True,0,True
0475_01,36,False,990,False
0476_01,27,False,295,False
0476_02,27,True,0,True
0476_03,12,True,0,True
0477_01,22,False,1624,False
0480_01,27,False,332,False
0481_01,13,True,0,True
0482_01,27,False,788,False
0482_02,28,False,629,False
0485_01,21,False,3436,False
0487_01,39,False,6527,False
0488_01,28,True,0,False
0490_01,14,True,0,True
0498_01,27,True,0,True
0498_02,46,True,0,True
0499_01,27,True,0,True
0499_02,21,False,0,False
0500_01,21,False,2344,True
0501_01,42,False,2377,False
0502_01,22,False,1298,False
0503_01,10,False,0,True
0503_02,43,False,1897,False
0503_03,42,False,1297,False
0504_01,18,True,0,True
0504_02,54,True,0,True
0504_03,24,True,0,True
0504_04,64,False,2901,False
0504_05,18,True,0,True
0504_06,53,True,0,True
0506_01,23,True,0,True
0507_01,39,False,0,True
0510_01,59,False,16844,True
0512_01,32,False,5936,True
0512_02,55,True,0,True
0513_01,21,True,0,True
0515_01,50,True,0,True
0516_01,55,False,5022,False
0517_01,27,False,1521,False
0518_01,35,True,0,True
0519_01,27,True,0,True
0520_01,55,False,62,False
0521_01,23,False,302,True
0522_01,42,False,906,False
0523_01,35,False,2505,True
0525_01,47,True,0,True
0527_01,27,False,1190,False
0527_02,34,True,0,True
0528_01,46,False,11141,False
0529_01,26,True,0,False
0531_01,1,True,0,False
0531_02,27,True,0,True
0533_01,33,False,961,False
0534_01,34,False,8476,False
0534_02,49,False,5863,False
0537_01,22,False,677,False
0538_01,28,False,1078,True
0539_01,27,True,0,True
0539_02,36,True,0,True
0539_03,30,True,0,True
0539_04,49,True,0,True
0539_05,38,False,7268,False
0540_01,31,True,0,True
0540_02,17,False,1532,False
0542_01,26,False,887,False
0545_01,23,False,740,False
0546_01,24,False,2459,False
0547_01,23,False,865,False
0548_01,24,False,791,True
0549_01,32,False,919,True
0549_02,43,True,0,True
0550_01,23,False,787,True
0551_01,42,False,849,False
0552_01,29,True,0,True
0553_01,40,True,0,True
0553_02,37,False,7270,True
0555_01,61,True,0,True
0555_02,33,False,2691,False
0556_01,19,False,1448,True
0559_01,21,False,671,False
0560_01,4,False,0,False
0560_02,12,False,0,True
0560_03,44,False,1839,True
0561_01,22,False,774,False
0563_01,33,False,1905,False
0564_01,32,True,0,True
0564_02,28,True,0,True
0564_03,28,False,5461,False
0565_01,31,False,1309,False
0566_01,13,True,0,True
0567_01,14,True,0,True
0568_01,33,False,1946,False
0568_02,27,True,0,True
0569_01,23,False,644,True
0570_01,36,False,6634,True
0571_01,22,True,0,True
0571_02,19,True,0,False
0571_03,42,True,0,True
0571_04,30,True,0,True
0571_05,16,True,0,True
0571_06,55,False,4924,False
0571_07,55,True,0,True
0572_01,19,False,2786,False
0573_01,27,False,902,False
0575_01,18,True,0,True
0576_01,21,False,735,False
0577_01,65,False,626,False
0579_01,55,False,880,True
0579_02,50,False,233,False
0580_01,49,True,0,True
0581_01,22,False,788,False
0582_01,33,True,0,True
0583_01,3,True,0,True
0583_02,0,True,0,True
0583_03,33,True,0,True
0585_01,48,True,0,True
0585_02,5,True,0,True
0585_03,23,False,3740,False
0586_01,53,True,0,True
0587_01,18,False,1688,False
0588_01,20,True,0,False
0589_01,23,False,787,False
0590_01,48,False,1777,False
0591_01,19,True,0,False
0593_01,27,False,2383,False
0594_01,9,False,0,False
0594_02,24,False,787,False
0596_01,46,False,2598,True
0597_01,23,True,0,True
0597_02,21,True,0,False
0598_01,19,True,0,False
0599_01,0,False,0,True
0599_02,4,False,0,True
0599_03,26,False,1428,False
0599_04,9,True,0,True
0600_01,24,False,5013,True
0602_01,24,True,0,True
0602_02,25,False,0,False
0602_03,21,True,0,True
0603_01,21,False,759,False
0607_01,37,False,11140,False
0607_02,44,False,4458,False
0607_03,43,False,3085,False
0608_01,7,False,0,True
0609_01,33,False,258,False
0610_01,24,False,736,False
0611_01,31,True,0,True
0612_01,27,True,0,True
0614_01,34,False,0,True
0615_01,58,True,0,False
0615_02,7,False,0,True
0615_03,3,True,0,True
0618_01,21,False,957,True
0618_02,21,False,757,False
0619_01,39,True,0,True
0619_02,43,True,0,True
0623_01,22,True,0,True
0628_01,44,False,1319,True
0629_01,38,False,1018,False
0630_01,32,True,0,True
0631_01,55,True,0,True
0633_01,31,False,779,False
0634_01,39,False,2019,False
0635_01,35,False,1778,True
0635_02,37,False,994,False
0636_01,13,False,705,False
0636_02,21,False,682,False
0637_01,20,False,0,False
0638_01,20,True,0,True
0639_01,63,False,1104,True
0641_01,36,False,1979,False
0642_01,29,False,4434,True
0642_02,36,False,7141,True
0642_03,79,False,2212,False
0642_04,30,True,0,True
0642_05,30,True,0,True
0643_01,19,False,1426,True
0644_01,33,True,0,True
0645_01,20,False,1725,False
0646_01,38,True,0,True
0647_01,7,True,0,True
0647_02,58,True,0,True
0647_03,33,False,1192,False
0650_01,3,True,0,True
0653_01,39,False,0,True
0655_01,37,False,947,True
0656_01,32,False,771,False
0657_01,28,False,880,True
0657_02,38,False,884,False
0658_01,21,False,597,False
0659_01,18,True,0,True
0660_01,15,True,0,False
0661_01,44,False,4588,False
0663_01,44,False,715,True
0664_01,36,False,10196,False
0665_01,28,False,7104,True
0665_02,15,False,1289,False
0668_01,45,False,1583,False
0669_01,26,False,944,False
0671_01,46,True,0,True
0672_01,25,False,786,False
0674_01,46,True,0,False
0677_01,15,True,0,False
0678_01,37,True,0,False
0679_01,20,False,756,False
0680_01,45,True,0,False
0680_02,7,True,0,False
0680_03,5,True,0,False
0682_01,38,True,0,True
0683_01,30,False,617,False
0684_01,27,False,0,True
0684_02,0,False,0,True
0684_03,20,True,0,True
0685_01,41,False,997,False
0686_01,18,True,0,True
0686_02,29,False,3899,False
0687_01,19,False,3319,False
0688_01,34,False,2114,False
0689_01,36,True,0,True
0690_01,54,True,0,True
0691_01,19,False,947,False
0691_02,21,False,2457,False
0691_03,23,True,0,True
0693_01,35,True,0,True
0693_02,34,False,7869,False
0696_01,22,False,881,True
0697_01,24,False,722,True
0699_01,18,True,0,True
0699_02,24,False,3012,False
0701_01,33,True,0,True
0702_01,24,False,803,False
0703_01,18,True,0,True
0704_01,19,True,0,True
0705_01,43,False,722,True
0707_01,44,True,0,True
0709_01,25,False,5416,True
0709_02,25,True,0,True
0709_03,23,True,0,True
0710_01,23,False,2075,False
0712_01,20,False,1759,False
0712_02,2,False,0,True
0713_01,26,False,1609,False
0714_01,38,True,0,True
0714_02,1,False,0,False
0714_03,12,False,0,True
0714_04,2,True,0,False
0714_05,25,True,0,False
0714_06,1,True,0,True
0714_07,0,True,0,True
0715_01,54,False,0,True
0718_01,21,False,787,False
0719_01,19,False,0,False
0724_01,24,False,2773,False
0726_01,20,True,0,False
0727_01,23,False,646,True
0728_01,29,False,1382,True
0729_01,14,False,788,True
0732_01,19,False,716,False
0733_01,23,False,691,False
0734_01,62,False,1553,False
0736_01,23,False,672,False
0737_01,65,False,873,False
0738_01,47,False,0,True
0740_01,67,False,3505,False
0740_02,14,True,0,True
0740_03,41,False,7077,False
0743_01,14,True,0,True
0746_01,19,True,0,False
0750_01,22,False,691,False
0753_01,34,True,0,True
0753_02,65,False,4565,False
0753_03,42,True,0,True
0754_01,22,True,0,True
0756_01,54,True,0,True
0756_02,34,False,4636,False
0756_03,27,True,0,True
0757_01,67,False,1179,False
0761_01,33,False,3994,True
0762_01,30,True,0,False
0764_01,22,False,0,False
0765_01,35,False,1315,True
0765_02,23,False,876,False
0767_01,49,False,887,False
0768_01,36,False,29608,False
0768_02,31,True,0,True
0769_01,54,True,0,True
0770_01,0,True,0,False
0770_02,27,False,885,False
0770_03,54,False,0,False
0770_04,10,True,0,False
0770_05,0,False,0,True
0770_06,7,True,0,True
0771_01,25,True,0,False
0772_01,37,False,6176,False
0772_02,15,True,0,True
0772_03,26,True,0,True
0772_04,7,False,0,True
0773_01,30,False,737,False
0776_01,19,False,1419,True
0777_01,30,False,4022,False
0779_01,21,False,575,False
0781_01,21,False,517,False
0782_01,59,True,0,True
0784_01,28,True,0,True
0785_01,32,False,716,False
0786_01,19,True,0,True
0787_01,7,True,0,False
0788_01,16,False,797,False
0789_01,31,False,2689,False
0789_02,30,False,4598,False
0789_03,26,True,0,True
0790_01,20,True,0,True
0791_01,24,True,0,False
0793_01,39,False,773,False
0794_01,19,True,0,True
0794_02,27,True,0,True
0795_01,34,False,874,False
0796_01,28,True,0,True
0797_01,29,False,645,False
0798_01,38,True,0,True
0799_01,27,False,5061,False
0802_01,1,True,0,True
0805_01,36,False,15302,True
0806_01,31,False,1386,False
0806_02,1,False,0,True
0808_01,31,False,980,False
0809_01,10,False,0,True
0809_02,27,False,1270,False
0809_03,42,False,1191,False
0809_04,0,False,0,True
0811_01,41,False,2042,False
0811_02,0,True,0,True
0811_03,0,False,0,True
0813_01,59,True,0,True
0815_01,13,False,33,False
0816_01,24,False,5336,False
0817_01,20,True,0,False
0818_01,71,False,0,True
0819_01,23,True,0,True
0820_01,15,False,776,True
0820_02,18,False,751,False
0822_01,19,False,732,True
0823_01,4,True,0,True
0823_02,42,False,739,True
0824_01,51,False,1213,False
0825_01,13,True,0,True
0826_01,27,False,827,True
0828_01,42,False,867,False
0828_02,41,False,359,True
0829_01,21,False,2712,True
0830_01,31,False,814,True
0833_01,36,True,0,True
0834_01,31,False,865,False
0835_01,14,False,676,False
0836_01,32,False,1266,False
0839_01,32,False,5331,False
0840_01,27,False,1776,False
0845_01,57,False,7173,False
0846_01,13,True,0,False
0848_01,30,True,0,True
0848_02,14,True,0,True
0849_01,27,False,0,True
0849_02,32,True,0,True
0850_01,54,True,0,True
0851_01,23,False,627,False
0853_01,38,True,0,True
0859_01,32,True,0,True
0860_01,24,False,788,False
0863_01,36,True,0,False
0863_02,11,False,0,False
0863_03,6,True,0,False
0865_01,36,True,0,True
0865_02,22,True,0,True
0867_01,27,False,872,False
0868_01,37,True,0,True
0869_01,55,False,724,False
0870_01,27,False,677,False
0871_01,20,False,5033,True
0873_01,16,False,2653,False
0874_01,19,False,702,False
0875_01,38,False,0,False
0876_01,35,False,747,False
0877_01,33,True,0,True
0878_01,37,False,831,False
0879_01,46,False,788,False
0881_01,41,False,3163,False
0883_01,13,False,908,False
0885_01,31,True,0,False
0885_02,52,True,0,True
0889_01,48,False,0,False
0889_02,27,False,12867,True
0890_01,16,False,519,False
0893_01,32,True,0,True
0898_01,25,True,0,False
0899_01,26,False,717,True
0899_02,44,True,0,False
0901_01,32,False,2599,True
0902_01,18,False,737,True
0903_01,23,True,0,False
0904_01,44,False,3983,False
0905_01,29,False,879,False
0906_01,19,False,857,True
0907_01,41,False,14811,False
0907_02,28,False,2515,False
0910_01,19,True,0,True
0911_01,32,False,2632,False
0911_02,74,False,1427,True
0912_01,31,False,8280,True
0913_01,38,False,6113,False
0915_01,20,False,704,False
0918_01,24,False,1602,False
0919_01,26,False,1370,False
0921_01,44,True,0,False
0922_01,33,True,0,True
0922_02,31,False,2490,False
0923_01,27,False,10235,True
0923_02,22,True,0,True
0924_01,33,False,997,False
0925_01,34,False,2005,False
0925_02,11,True,0,True
0925_03,41,True,0,True
0926_01,30,False,8524,True
0926_02,30,False,3836,False
0927_01,25,False,764,False
0928_01,31,True,0,True
0930_01,38,False,1041,False
0930_02,15,True,0,True
0931_01,19,False,732,True
0932_01,29,True,0,True
0933_01,30,False,14180,True
0933_02,29,False,4064,False
0935_01,36,False,901,False
0938_01,24,False,804,False
0938_02,30,False,871,True
0938_03,0,False,0,True
0939_01,15,True,0,True
0940_01,38,False,809,True
0941_01,13,False,1182,False
0942_01,18,False,1149,False
0944_01,16,False,1722,False
0944_02,8,False,0,False
0946_01,19,False,607,True
0947_01,26,False,675,False
0949_01,15,True,0,True
0951_01,38,True,0,True
0952_01,45,False,2260,False
0953_01,48,False,668,False
0955_01,17,True,0,False
0956_01,28,False,636,True
0957_01,41,True,0,True
0960_01,19,False,791,False
0961_01,14,False,893,True
0964_01,21,True,0,True
0964_02,48,True,0,True
0965_01,19,False,1769,False
0966_01,29,False,1544,False
0968_01,20,False,792,False
0969_01,44,True,0,True
0970_01,19,True,0,True
0971_01,64,True,0,False
0972_01,21,False,1669,False
0975_01,32,False,826,True
0976_01,20,True,0,False
0978_01,24,False,40,False
0979_01,44,False,0,True
0982_01,57,True,0,True
0982_02,51,False,4,False
0983_01,34,True,0,True
0984_01,45,False,887,False
0984_02,24,False,718,False
0984_03,23,False,809,False
0984_04,30,True,0,True
0984_05,20,False,1235,False
0984_06,22,True,0,True
0984_07,27,True,0,False
0984_08,71,True,0,True
0985_01,18,False,722,True
0987_01,16,False,666,False
0988_01,28,False,909,False
0988_02,36,False,989,True
0989_01,6,False,0,False
0990_01,26,False,687,False
0991_01,27,True,0,False
0992_01,49,False,3077,True
0992_02,29,False,12597,False
0992_03,46,False,2966,True
0992_04,35,False,9766,False
0992_05,17,True,0,True
0992_06,37,False,6931,False
0993_01,24,False,701,False
0994_01,47,True,0,False
0994_02,26,False,866,False
0995_01,46,True,0,True
0997_01,27,False,1157,False
0998_01,56,False,7735,True
1000_01,18,False,917,False
1001_01,15,True,0,False
1002_01,3,False,0,True
1002_02,42,False,1768,False
1002_03,1,True,0,True
1004_01,56,True,0,True
1005_01,20,False,786,False
1006_01,21,False,791,False
1006_02,5,True,0,True
1006_03,12,False,0,True
1008_01,39,True,0,True
1008_02,60,True,0,True
1011_01,31,False,1692,False
1011_02,58,True,0,False
1012_01,19,True,0,True
1013_01,29,True,0,False
1014_01,19,True,0,True
1015_01,44,False,952,False
1017_01,20,False,1262,False
1018_01,18,True,0,True
1019_01,36,False,1412,True
1020_01,25,True,0,True
1022_01,15,False,1008,False
1024_01,18,False,1476,False
1024_02,0,True,0,True
1024_03,54,False,808,False
1024_04,0,False,0,False
1025_01,20,False,1067,False
1026_01,21,True,0,False
1027_01,8,False,0,True
1027_02,46,False,1573,False
1027_03,31,False,519,False
1027_04,3,False,0,True
1029_01,30,True,0,True
1030_01,23,False,1088,False
1031_01,14,False,947,False
1032_01,25,True,0,False
1033_01,61,True,0,True
1034_01,31,False,888,False
1035_01,13,False,2016,True
1036_01,24,True,0,True
1038_01,47,False,889,False
1040_01,15,False,750,True
1041_01,46,True,0,True
1043_01,49,False,2486,False
1045_01,37,False,0,False
1045_02,44,False,14067,False
1046_01,16,False,507,False
1047_01,58,True,0,True
1048_01,20,False,1152,True
1049_01,36,True,0,True
1049_02,31,True,0,True
1051_01,21,False,604,False
1052_01,22,False,21,False
1053_01,27,False,558,False
1054_01,58,False,924,True
1056_01,38,True,0,True
1056_02,30,True,0,True
1057_01,20,True,0,True
1058_01,19,False,757,False
1060_01,57,False,887,False
1062_01,26,False,970,False
1063_01,38,False,4931,True
1063_02,15,True,0,True
1065_01,27,True,0,True
1066_01,35,True,0,True
1068_01,38,True,0,False
1071_01,35,False,1817,False
1075_01,14,True,0,True
1075_02,27,True,0,True
1076_01,25,True,0,False
1077_01,37,False,851,False
1078_01,25,False,788,False
1079_01,41,False,771,False
1080_01,50,False,1310,False
1082_01,33,False,1318,False
1083_01,27,True,0,True
1083_02,23,True,0,True
1083_03,18,False,1414,True
1084_01,31,False,860,False
1085_01,54,False,0,False
1086_01,0,True,0,True
1086_02,11,False,0,False
1086_03,4,True,0,False
1086_04,19,False,641,True
1086_05,7,False,0,True
1088_01,20,True,0,False
1089_01,33,True,0,True
1089_02,26,False,2037,False
1091_01,35,True,0,True
1093_01,23,False,2131,True
1094_01,60,False,804,False
1095_01,34,True,0,True
1096_01,27,False,721,False
1097_01,42,True,0,True
1099_01,22,False,720,False
1100_01,18,False,1388,False
1100_02,5,False,0,True
1100_03,18,False,2603,False
1100_04,29,False,1028,False
1102_01,39,False,1615,False
1105_01,17,False,876,False
1108_01,58,False,1157,False
1108_02,5,True,0,True
1110_01,23,False,7595,False
1110_02,26,False,6903,True
1112_01,40,False,10358,True
1113_01,20,False,719,True
1114_01,38,False,1299,False
1114_02,31,False,0,False
1115_01,34,True,0,True
