Source,Target
0334_01,Mars
0336_01,Earth
0337_01,Mars
0337_02,Mars
0337_03,Mars
0338_01,Earth
0340_01,Europa
0341_01,Earth
0343_01,Earth
0345_01,Mars
0346_01,Earth
0347_01,Mars
0348_01,Mars
0348_02,Mars
0350_01,Earth
0352_01,Mars
0355_01,Earth
0356_01,Europa
0357_01,Earth
0358_01,Earth
0358_02,Earth
0359_01,Earth
0360_01,Earth
0361_01,Earth
0365_01,Earth
0368_01,Mars
0368_02,Mars
0369_01,Earth
0370_01,Earth
0371_01,Mars
0372_01,Earth
0373_01,Earth
0375_01,Earth
0376_01,Earth
0377_01,Europa
0378_01,Europa
0378_02,Europa
0378_03,Europa
0378_04,Europa
0378_05,Europa
0378_06,Europa
0378_07,Europa
0379_01,Earth
0380_01,Europa
0381_01,Europa
0381_02,Europa
0382_01,Earth
0383_01,Earth
0383_02,Earth
0384_01,Earth
0384_02,Earth
0385_01,Earth
0387_01,Earth
0388_01,Earth
0389_01,Earth
0391_01,Europa
0392_01,Earth
0395_01,Europa
0395_02,Europa
0396_01,Earth
0397_01,Mars
0398_01,Mars
0401_01,Mars
0401_02,Mars
0402_01,Europa
0403_01,Mars
0405_01,Earth
0407_01,Earth
0407_02,Earth
0407_03,Earth
0408_01,Mars
0409_01,Mars
0410_01,Earth
0411_01,Earth
0412_01,Europa
0413_01,Earth
0415_01,Earth
0417_01,Europa
0417_02,Europa
0417_03,Europa
0423_01,Europa
0425_01,Mars
0425_02,Mars
0425_03,Mars
0427_01,Europa
0428_01,Europa
0429_01,Europa
0429_02,Europa
0430_01,Earth
0431_01,Mars
0432_01,Mars
0433_01,Europa
0433_02,Europa
0434_01,Mars
0435_01,Earth
0436_01,Earth
0436_02,Earth
0437_01,Earth
0437_02,Earth
0438_01,Europa
0439_01,Europa
0441_01,Earth
0442_01,Earth
0444_01,Mars
0444_02,Mars
0445_01,Earth
0445_02,Earth
0446_01,Europa
0447_01,Earth
0448_01,Earth
0448_02,Earth
0449_01,Earth
0452_01,Mars
0453_01,Europa
0453_02,Europa
0453_03,Europa
0454_01,Europa
0454_02,Europa
0454_03,Europa
0456_01,Earth
0457_01,Earth
0457_02,Earth
0457_03,Earth
0458_01,Europa
0459_01,Earth
0460_01,Earth
0461_01,Earth
0461_02,Earth
0461_03,Earth
0462_01,Earth
0463_01,Mars
0463_02,Mars
0465_01,Earth
0465_02,Earth
0466_01,Earth
0468_01,Earth
0470_01,Mars
0470_02,Mars
0471_01,Europa
0471_02,Europa
0472_01,Earth
0474_01,Earth
0475_01,Earth
0476_01,Mars
0476_02,Mars
0476_03,Mars
0477_01,Earth
0480_01,Earth
0481_01,Earth
0482_01,Earth
0482_02,Earth
0485_01,Europa
0487_01,Europa
0488_01,Earth
0490_01,Earth
0498_01,Europa
0498_02,Europa
0499_01,Mars
0499_02,Mars
0500_01,Mars
0501_01,Europa
0502_01,Mars
0503_01,Mars
0503_02,Mars
0503_03,Mars
0504_01,Europa
0504_02,Europa
0504_03,Europa
0504_04,Europa
0504_05,Europa
0504_06,Europa
0506_01,Mars
0507_01,Earth
0510_01,Europa
0512_01,Europa
0512_02,Europa
0513_01,Earth
0515_01,Europa
0516_01,Europa
0517_01,Earth
0518_01,Earth
0519_01,Earth
0520_01,Earth
0521_01,Earth
0522_01,Earth
0523_01,Earth
0525_01,Earth
0527_01,Mars
0527_02,Mars
0528_01,Europa
0529_01,Earth
0531_01,Earth
0531_02,Earth
0533_01,Mars
0534_01,Europa
0534_02,Europa
0537_01,Earth
0538_01,Earth
0539_01,Europa
0539_02,Europa
0539_03,Europa
0539_04,Europa
0539_05,Europa
0540_01,Mars
0540_02,Mars
0542_01,Earth
0545_01,Earth
0546_01,Earth
0547_01,Earth
0548_01,Earth
0549_01,Mars
0549_02,Mars
0550_01,Earth
0551_01,Earth
0552_01,Europa
0553_01,Europa
0553_02,Europa
0555_01,Europa
0555_02,Europa
0556_01,Earth
0559_01,Earth
0560_01,Earth
0560_02,Earth
0560_03,Earth
0561_01,Earth
0563_01,Mars
0564_01,Europa
0564_02,Europa
0564_03,Europa
0565_01,Mars
0566_01,Mars
0567_01,Earth
0568_01,Europa
0568_02,Europa
0569_01,Earth
0570_01,Europa
0571_01,Europa
0571_02,Europa
0571_03,Europa
0571_04,Europa
0571_05,Europa
0571_06,Europa
0571_07,Europa
0572_01,Earth
0573_01,Earth
0575_01,Europa
0576_01,Earth
0577_01,Earth
0579_01,Earth
0579_02,Earth
0580_01,Earth
0581_01,Earth
0582_01,Mars
0583_01,Mars
0583_02,Mars
0583_03,Mars
0585_01,Mars
0585_02,Mars
0585_03,Mars
0586_01,Europa
0587_01,Mars
0588_01,Earth
0589_01,Earth
0590_01,Earth
0591_01,Earth
0593_01,Mars
0594_01,Earth
0594_02,Earth
0596_01,Mars
0597_01,Earth
0597_02,Earth
0598_01,Earth
0599_01,Mars
0599_02,Mars
0599_03,Mars
0599_04,Mars
0600_01,Europa
0602_01,Mars
0602_02,Mars
0602_03,Mars
0603_01,Earth
0607_01,Europa
0607_02,Europa
0607_03,Europa
0608_01,Earth
0609_01,Mars
0610_01,Earth
0611_01,Earth
0612_01,Europa
0614_01,Earth
0615_01,Earth
0615_02,Earth
0615_03,Earth
0618_01,Earth
0618_02,Earth
0619_01,Europa
0619_02,Europa
0623_01,Earth
0628_01,Earth
0629_01,Earth
0630_01,Mars
0631_01,Mars
0633_01,Mars
0634_01,Earth
0635_01,Earth
0635_02,Earth
0636_01,Earth
0636_02,Earth
0637_01,Mars
0638_01,Europa
0639_01,Earth
0641_01,Earth
0642_01,Europa
0642_02,Europa
0642_03,Europa
0642_04,Europa
0642_05,Europa
0643_01,Mars
0644_01,Europa
0645_01,Earth
0646_01,Europa
0647_01,Mars
0647_02,Mars
0647_03,Mars
0650_01,Earth
0653_01,Mars
0655_01,Mars
0656_01,Earth
0657_01,Earth
0657_02,Earth
0658_01,Earth
0659_01,Earth
0660_01,Earth
0661_01,Europa
0663_01,Earth
0664_01,Europa
0665_01,Mars
0665_02,Mars
0668_01,Earth
0669_01,Earth
0671_01,Earth
0672_01,Earth
0674_01,Earth
0677_01,Earth
0678_01,Earth
0679_01,Earth
0680_01,Earth
0680_02,Earth
0680_03,Earth
0682_01,Mars
0683_01,Mars
0684_01,Mars
0684_02,Mars
0684_03,Mars
0685_01,Earth
0686_01,Mars
0686_02,Mars
0687_01,Mars
0688_01,Mars
0689_01,Europa
0690_01,Mars
0691_01,Mars
0691_02,Mars
0691_03,Mars
0693_01,Europa
0693_02,Europa
0696_01,Earth
0697_01,Earth
0699_01,Mars
0699_02,Mars
0701_01,Europa
0702_01,Earth
0703_01,Earth
0704_01,Earth
0705_01,Earth
0707_01,Earth
0709_01,Europa
0709_02,Europa
0709_03,Europa
0710_01,Mars
0712_01,Mars
0712_02,Mars
0713_01,Earth
0714_01,Earth
0714_02,Earth
0714_03,Earth
0714_04,Earth
0714_05,Earth
0714_06,Earth
0714_07,Earth
0715_01,Europa
0718_01,Earth
0719_01,Mars
0724_01,Earth
0726_01,Earth
0727_01,Earth
0728_01,Earth
0729_01,Earth
0732_01,Earth
0733_01,Earth
0734_01,Earth
0736_01,Earth
0737_01,Europa
0738_01,Mars
0740_01,Europa
0740_02,Europa
0740_03,Europa
0743_01,Earth
0746_01,Earth
0750_01,Earth
0753_01,Europa
0753_02,Europa
0753_03,Europa
0754_01,Europa
0756_01,Europa
0756_02,Europa
0756_03,Europa
0757_01,Mars
0761_01,Europa
0762_01,Earth
0764_01,Earth
0765_01,Mars
0765_02,Mars
0767_01,Earth
0768_01,Europa
0768_02,Europa
0769_01,Europa
0770_01,Earth
0770_02,Earth
0770_03,Earth
0770_04,Earth
0770_05,Earth
0770_06,Earth
0771_01,Earth
0772_01,Europa
0772_02,Europa
0772_03,Europa
0772_04,Europa
0773_01,Earth
0776_01,Earth
0777_01,Europa
0779_01,Earth
0781_01,Earth
0782_01,Mars
0784_01,Europa
0785_01,Earth
0786_01,Earth
0787_01,Earth
0788_01,Earth
0789_01,Europa
0789_02,Europa
0789_03,Europa
0790_01,Earth
0791_01,Earth
0793_01,Earth
0794_01,Mars
0794_02,Mars
0795_01,Earth
0796_01,Europa
0797_01,Earth
0798_01,Mars
0799_01,Europa
0802_01,Mars
0805_01,Europa
0806_01,Earth
0806_02,Earth
0808_01,Earth
0809_01,Mars
0809_02,Mars
0809_03,Mars
0809_04,Mars
0811_01,Mars
0811_02,Mars
0811_03,Mars
0813_01,Mars
0815_01,Earth
0816_01,Europa
0817_01,Earth
0818_01,Europa
0819_01,Earth
0820_01,Earth
0820_02,Earth
0822_01,Earth
0823_01,Earth
0823_02,Earth
0824_01,Mars
0825_01,Earth
0826_01,Earth
0828_01,Earth
0828_02,Earth
0829_01,Earth
0830_01,Earth
0833_01,Europa
0834_01,Earth
0835_01,Earth
0836_01,Mars
0839_01,Europa
0840_01,Earth
0845_01,Europa
0846_01,Earth
0848_01,Mars
0848_02,Mars
0849_01,Europa
0849_02,Europa
0850_01,Mars
0851_01,Earth
0853_01,Europa
0859_01,Earth
0860_01,Earth
0863_01,Earth
0863_02,Earth
0863_03,Earth
0865_01,Europa
0865_02,Europa
0867_01,Earth
0868_01,Earth
0869_01,Earth
0870_01,Earth
0871_01,Europa
0873_01,Earth
0874_01,Earth
0875_01,Earth
0876_01,Earth
0877_01,Europa
0878_01,Mars
0879_01,Earth
0881_01,Europa
0883_01,Earth
0885_01,Earth
0885_02,Earth
0889_01,Europa
0889_02,Europa
0890_01,Mars
0893_01,Earth
0898_01,Earth
0899_01,Earth
0899_02,Earth
0901_01,Mars
0902_01,Earth
0903_01,Earth
0904_01,Europa
0905_01,Mars
0906_01,Earth
0907_01,Europa
0907_02,Europa
0910_01,Earth
0911_01,Mars
0911_02,Mars
0912_01,Europa
0913_01,Europa
0915_01,Earth
0918_01,Earth
0919_01,Earth
0921_01,Earth
0922_01,Europa
0922_02,Europa
0923_01,Europa
0923_02,Europa
0924_01,Earth
0925_01,Mars
0925_02,Mars
0925_03,Mars
0926_01,Europa
0926_02,Europa
0927_01,Earth
0928_01,Earth
0930_01,Earth
0930_02,Earth
0931_01,Earth
0932_01,Mars
0933_01,Europa
0933_02,Europa
0935_01,Earth
0938_01,Earth
0938_02,Earth
0938_03,Earth
0939_01,Earth
0940_01,Earth
0941_01,Earth
0942_01,Mars
0944_01,Earth
0944_02,Earth
0946_01,Earth
0947_01,Earth
0949_01,Earth
0951_01,Earth
0952_01,Mars
0953_01,Earth
0955_01,Earth
0956_01,Earth
0957_01,Mars
0960_01,Earth
0961_01,Earth
0964_01,Europa
0964_02,Europa
0965_01,Mars
0966_01,Earth
0968_01,Earth
0969_01,Mars
0970_01,Earth
0971_01,Earth
0972_01,Earth
0975_01,Earth
0976_01,Earth
0978_01,Earth
0979_01,Europa
0982_01,Earth
0982_02,Earth
0983_01,Earth
0984_01,Earth
0984_02,Earth
0984_03,Earth
0984_04,Earth
0984_05,Earth
0984_06,Earth
0984_07,Earth
0984_08,Earth
0985_01,Earth
0987_01,Earth
0988_01,Earth
0988_02,Earth
0989_01,Earth
0990_01,Earth
0991_01,Earth
0992_01,Europa
0992_02,Europa
0992_03,Europa
0992_04,Europa
0992_05,Europa
0992_06,Europa
0993_01,Earth
0994_01,Earth
0994_02,Earth
0995_01,Europa
0997_01,Mars
0998_01,Europa
1000_01,Mars
1001_01,Earth
1002_01,Mars
1002_02,Mars
1002_03,Mars
1004_01,Europa
1005_01,Earth
1006_01,Earth
1006_02,Earth
1006_03,Earth
1008_01,Europa
1008_02,Europa
1011_01,Earth
1011_02,Earth
1012_01,Earth
1013_01,Earth
1014_01,Mars
1015_01,Earth
1017_01,Earth
1018_01,Earth
1019_01,Earth
1020_01,Mars
1022_01,Earth
1024_01,Earth
1024_02,Earth
1024_03,Earth
1024_04,Earth
1025_01,Earth
1026_01,Earth
1027_01,Mars
1027_02,Mars
1027_03,Mars
1027_04,Mars
1029_01,Mars
1030_01,Earth
1031_01,Earth
1032_01,Earth
1033_01,Earth
1034_01,Earth
1035_01,Mars
1036_01,Earth
1038_01,Earth
1040_01,Earth
1041_01,Europa
1043_01,Earth
1045_01,Europa
1045_02,Europa
1046_01,Earth
1047_01,Earth
1048_01,Earth
1049_01,Mars
1049_02,Mars
1051_01,Earth
1052_01,Earth
1053_01,Earth
1054_01,Earth
1056_01,Mars
1056_02,Mars
1057_01,Europa
1058_01,Earth
1060_01,Earth
1062_01,Earth
1063_01,Europa
1063_02,Europa
1065_01,Mars
1066_01,Mars
1068_01,Earth
1071_01,Europa
1075_01,Europa
1075_02,Europa
1076_01,Earth
1077_01,Earth
1078_01,Earth
1079_01,Earth
1080_01,Mars
1082_01,Mars
1083_01,Mars
1083_02,Mars
1083_03,Mars
1084_01,Earth
1085_01,Earth
1086_01,Earth
1086_02,Earth
1086_03,Earth
1086_04,Earth
1086_05,Earth
1088_01,Earth
1089_01,Europa
1089_02,Europa
1091_01,Mars
1093_01,Mars
1094_01,Earth
1095_01,Europa
1096_01,Earth
1097_01,Mars
1099_01,Earth
1100_01,Mars
1100_02,Mars
1100_03,Mars
1100_04,Mars
1102_01,Mars
1105_01,Earth
1108_01,Mars
1108_02,Mars
1110_01,Europa
1110_02,Europa
1112_01,Europa
1113_01,Earth
1114_01,Mars
1114_02,Mars
1115_01,Earth
1116_01,Earth
1116_02,Earth
1116_03,Earth
1117_01,Earth
1121_01,Earth
1123_01,Europa
1127_01,Europa
1129_01,Earth
1130_01,Mars
1130_02,Mars
1132_01,Earth
1133_01,Mars
1134_01,Europa
1136_01,Earth
1140_01,Europa
1140_02,Europa
1140_03,Europa
1141_01,Earth
1142_01,Earth
1144_01,Earth
1144_02,Earth
1144_03,Earth
1146_01,Earth
1147_01,Europa
1148_01,Europa
1148_02,Europa
1148_03,Europa
1148_04,Europa
1148_05,Europa
1148_06,Europa
1148_07,Europa
1149_01,Earth
1149_02,Earth
1149_03,Earth
1149_04,Earth
1149_05,Earth
1150_01,Earth
1152_01,Mars
1153_01,Earth
1154_01,Europa
1154_02,Europa
1154_03,Europa
1155_01,Earth
1155_02,Earth
1156_01,Europa
1156_02,Europa
1161_01,Europa
1161_02,Europa
1162_01,Europa
1163_01,Earth
1165_01,Europa
1165_02,Europa
1165_03,Europa
1165_04,Europa
1166_01,Europa
1167_01,Mars
1168_01,Earth
1169_01,Mars
1170_01,Earth
1173_01,Earth
1174_01,Earth
1175_01,Mars
1177_01,Europa
1178_01,Earth
1179_01,Europa
1180_01,Earth
1182_01,Mars
1182_02,Mars
1182_03,Mars
1185_01,Mars
1186_01,Earth
1186_02,Earth
1186_03,Earth
1186_04,Earth
1186_05,Earth
1187_01,Earth
1187_02,Earth
1187_03,Earth
1188_01,Europa
1190_01,Earth
1191_01,Earth
1192_01,Earth
1193_01,Europa
1193_02,Europa
1195_01,Earth
1197_01,Europa
1198_01,Mars
1199_01,Earth
1203_01,Europa
1206_01,Earth
1208_01,Earth
1210_01,Earth
1210_02,Earth
1211_01,Earth
1211_02,Earth
1211_03,Earth
1211_04,Earth
1211_05,Earth
1211_06,Earth
1211_07,Earth
1212_01,Earth
1213_01,Earth
1214_01,Earth
1215_01,Earth
1216_01,Earth
1218_01,Earth
1220_01,Europa
1221_01,Earth
1221_02,Earth
1222_01,Earth
1223_01,Europa
1225_01,Earth
1228_01,Mars
1228_02,Mars
1229_01,Earth
1230_01,Earth
1231_01,Mars
1232_01,Europa
1232_02,Europa
1233_01,Earth
1234_01,Earth
1235_01,Earth
1236_01,Earth
1238_01,Europa
1238_02,Europa
1239_01,Earth
1240_01,Earth
1242_01,Europa
1243_01,Europa
1243_02,Europa
1246_01,Earth
1248_01,Earth
1250_01,Earth
1254_01,Mars
1254_02,Mars
1255_01,Mars
1255_02,Mars
1256_01,Mars
1258_01,Europa
1259_01,Earth
1260_01,Earth
1261_01,Europa
1263_01,Mars
1264_01,Earth
1267_01,Earth
1269_01,Mars
1271_01,Earth
1273_01,Earth
1274_01,Earth
1278_01,Earth
1279_01,Europa
1280_01,Earth
1281_01,Earth
1282_01,Earth
1283_01,Earth
1284_01,Mars
1285_01,Earth
1286_01,Mars
1287_01,Mars
1287_02,Mars
1287_03,Mars
1288_01,Earth
1289_01,Earth
1289_02,Earth
1291_01,Mars
1292_01,Europa
1292_02,Europa
1293_01,Earth
1294_01,Europa
1294_02,Europa
1294_03,Europa
1295_01,Earth
1299_01,Earth
1300_01,Earth
1302_01,Mars
1304_01,Earth
1304_02,Earth
1304_03,Earth
1304_04,Earth
1304_05,Earth
1304_06,Earth
1306_01,Europa
1306_02,Europa
1307_01,Earth
1308_01,Europa
1308_02,Europa
1308_03,Europa
1308_04,Europa
1309_01,Earth
1310_01,Europa
1311_01,Mars
1311_02,Mars
1311_03,Mars
1312_01,Earth
1316_01,Europa
1316_02,Europa
1317_01,Mars
1322_01,Earth
1323_01,Earth
1324_01,Earth
1324_02,Earth
1324_03,Earth
1325_01,Earth
1325_02,Earth
1325_03,Earth
1326_01,Mars
1326_02,Mars
1328_01,Earth
1330_01,Mars
1330_02,Mars
1331_01,Earth
1332_01,Earth
1333_01,Earth
1335_01,Earth
1336_01,Earth
1337_01,Earth
1340_01,Earth
1342_01,Earth
1345_01,Earth
1347_01,Earth
1348_01,Europa
1348_02,Europa
1350_01,Earth
1350_02,Earth
1350_03,Earth
1350_04,Earth
1351_01,Earth
1352_01,Mars
1353_01,Mars
1353_02,Mars
1353_03,Mars
1353_04,Mars
1355_01,Earth
1356_01,Earth
1357_01,Mars
1360_01,Earth
1362_01,Earth
1365_01,Europa
1365_02,Europa
1366_01,Earth
1368_01,Earth
1370_01,Earth
1371_01,Mars
1375_01,Earth
1375_02,Earth
1376_01,Earth
1377_01,Europa
1378_01,Earth
1378_02,Earth
1379_01,Earth
1380_01,Europa
1381_01,Earth
1382_01,Earth
1383_01,Europa
1384_01,Earth
1384_02,Earth
1384_03,Earth
1384_04,Earth
1384_05,Earth
1385_01,Earth
1386_01,Earth
1387_01,Mars
1389_01,Earth
1390_01,Earth
1391_01,Mars
1391_02,Mars
1391_03,Mars
1393_01,Mars
1393_02,Mars
1395_01,Earth
1397_01,Earth
1398_01,Earth
1399_01,Earth
1400_01,Earth
1401_01,Earth
1402_01,Earth
1402_02,Earth
1403_01,Earth
1404_01,Europa
1404_02,Europa
1406_01,Mars
1407_01,Earth
1407_02,Earth
1408_01,Earth
1410_01,Earth
1412_01,Earth
1413_01,Earth
1414_01,Earth
1415_01,Europa
1416_01,Earth
1417_01,Europa
1419_01,Mars
1420_01,Mars
1421_01,Mars
1421_02,Mars
1423_01,Europa
1423_02,Europa
1423_03,Europa
1424_01,Europa
1424_02,Europa
1424_03,Europa
1424_04,Europa
1424_05,Europa
1425_01,Earth
1425_02,Earth
1425_03,Earth
1426_01,Europa
1427_01,Mars
1427_02,Mars
1428_01,Earth
1430_01,Earth
1431_01,Earth
1433_01,Earth
1434_01,Earth
1434_02,Earth
1434_03,Earth
1435_01,Earth
1438_01,Earth
1439_01,Mars
1439_02,Mars
1440_01,Earth
1442_01,Earth
1443_01,Earth
1444_01,Europa
1445_01,Earth
1447_01,Earth
1450_01,Europa
1450_02,Europa
1451_01,Europa
1451_02,Europa
1452_01,Europa
1452_02,Europa
1452_03,Europa
1452_04,Europa
1452_05,Europa
1453_01,Earth
1453_02,Earth
1454_01,Europa
1455_01,Europa
1455_02,Europa
1455_03,Europa
1455_04,Europa
1455_05,Europa
1457_01,Earth
1458_01,Earth
1460_01,Earth
1460_02,Earth
1461_01,Earth
1462_01,Earth
1463_01,Earth
1465_01,Earth
1467_01,Earth
1474_01,Mars
1478_01,Earth
1478_02,Earth
1479_01,Mars
1481_01,Mars
1484_01,Earth
1485_01,Mars
1488_01,Mars
1489_01,Earth
1490_01,Europa
1491_01,Earth
1491_02,Earth
1491_03,Earth
1493_01,Earth
1498_01,Earth
1499_01,Earth
1500_01,Earth
1500_02,Earth
1500_03,Earth
1500_04,Earth
1500_05,Earth
1500_06,Earth
1500_07,Earth
1501_01,Earth
1503_01,Mars
1503_02,Mars
1506_01,Earth
1507_01,Earth
1507_02,Earth
1507_03,Earth
1507_04,Earth
1509_01,Mars
1510_01,Mars
1511_01,Europa
1511_02,Europa
1511_03,Europa
1511_04,Europa
1515_01,Earth
1520_01,Earth
1521_01,Mars
1523_01,Europa
1523_02,Europa
1524_01,Earth
1525_01,Mars
1526_01,Earth
1527_01,Europa
1527_02,Europa
1528_01,Mars
1529_01,Europa
1529_02,Europa
1531_01,Earth
1532_01,Europa
1533_01,Earth
1536_01,Mars
1539_01,Europa
1540_01,Europa
1540_02,Europa
1540_03,Europa
1541_01,Earth
1542_01,Mars
1543_01,Europa
1544_01,Earth
1545_01,Mars
1547_01,Earth
1548_01,Europa
1548_02,Europa
1550_01,Europa
1550_02,Europa
1551_01,Europa
1552_01,Earth
1555_01,Europa
1558_01,Earth
1560_01,Earth
1561_01,Earth
1562_01,Earth
1564_01,Mars
1565_01,Earth
1567_01,Europa
1568_01,Earth
1568_02,Earth
1569_01,Mars
1572_01,Earth
1572_02,Earth
1573_01,Mars
1576_01,Mars
1577_01,Earth
1578_01,Earth
1579_01,Earth
1580_01,Earth
1580_02,Earth
1581_01,Mars
1581_02,Mars
1584_01,Earth
1584_02,Earth
1585_01,Earth
1588_01,Europa
1588_02,Europa
1590_01,Europa
1590_02,Europa
1592_01,Europa
1592_02,Europa
1593_01,Earth
1594_01,Earth
1595_01,Europa
1596_01,Europa
1597_01,Earth
1599_01,Europa
1599_02,Europa
1601_01,Earth
1602_01,Earth
1603_01,Earth
1603_02,Earth
1603_03,Earth
1604_01,Earth
1606_01,Europa
1608_01,Earth
1611_01,Earth
1612_01,Europa
1612_02,Europa
1613_01,Earth
1614_01,Mars
1615_01,Earth
1615_02,Earth
1615_03,Earth
1617_01,Mars
1619_01,Earth
1621_01,Earth
1621_02,Earth
1622_01,Mars
1624_01,Earth
1624_02,Earth
1624_03,Earth
1625_01,Europa
1625_02,Europa
1626_01,Earth
1628_01,Europa
1630_01,Earth
1630_02,Earth
1630_03,Earth
1631_01,Earth
1632_01,Europa
1633_01,Earth
1633_02,Earth
1634_01,Earth
1635_01,Earth
1636_01,Earth
1637_01,Earth
1638_01,Earth
1640_01,Earth
1644_01,Earth
1645_01,Earth
1646_01,Earth
1647_01,Earth
1649_01,Earth
