Source,Target,Amount
0851_01,ShoppingMall,19
0860_01,ShoppingMall,320
0867_01,ShoppingMall,18
0869_01,ShoppingMall,444
0873_01,ShoppingMall,32
0874_01,ShoppingMall,540
0876_01,ShoppingMall,46
0878_01,ShoppingMall,3
0883_01,ShoppingMall,10
0890_01,ShoppingMall,338
0899_01,ShoppingMall,716
0901_01,ShoppingMall,2552
0905_01,ShoppingMall,421
0906_01,ShoppingMall,469
0907_01,ShoppingMall,7
0911_02,ShoppingMall,543
0918_01,ShoppingMall,10
0919_01,ShoppingMall,93
0924_01,ShoppingMall,984
0925_01,ShoppingMall,1626
0926_02,ShoppingMall,234
0927_01,ShoppingMall,699
0931_01,ShoppingMall,115
0938_02,ShoppingMall,871
0942_01,ShoppingMall,555
0944_01,ShoppingMall,831
0952_01,ShoppingMall,1383
0953_01,ShoppingMall,3
0961_01,ShoppingMall,8
0965_01,ShoppingMall,834
0972_01,ShoppingMall,323
0975_01,ShoppingMall,448
0978_01,ShoppingMall,8
0982_02,ShoppingMall,4
0984_01,ShoppingMall,13
0984_02,ShoppingMall,718
0984_03,ShoppingMall,490
0987_01,ShoppingMall,35
0988_01,ShoppingMall,906
0990_01,ShoppingMall,46
0992_03,ShoppingMall,17
0994_02,ShoppingMall,98
0997_01,ShoppingMall,880
1000_01,ShoppingMall,32
1002_02,ShoppingMall,715
1005_01,ShoppingMall,4
1011_01,ShoppingMall,49
1015_01,ShoppingMall,267
1017_01,ShoppingMall,122
1025_01,ShoppingMall,106
1027_02,ShoppingMall,81
1035_01,ShoppingMall,1973
1038_01,ShoppingMall,84
1040_01,ShoppingMall,62
1043_01,ShoppingMall,1526
1045_02,ShoppingMall,7
1048_01,ShoppingMall,612
1051_01,ShoppingMall,81
1052_01,ShoppingMall,21
1054_01,ShoppingMall,828
1058_01,ShoppingMall,27
1060_01,ShoppingMall,157
1062_01,ShoppingMall,48
1079_01,ShoppingMall,133
1080_01,ShoppingMall,1108
1082_01,ShoppingMall,60
1089_02,ShoppingMall,1
1093_01,ShoppingMall,18
1099_01,ShoppingMall,642
1100_01,ShoppingMall,298
1100_03,ShoppingMall,106
1100_04,ShoppingMall,99
1102_01,ShoppingMall,660
1105_01,ShoppingMall,263
1108_01,ShoppingMall,756
1112_01,ShoppingMall,6124
1114_01,ShoppingMall,363
1117_01,ShoppingMall,51
1130_02,ShoppingMall,3505
1140_01,ShoppingMall,1632
1144_02,ShoppingMall,884
1144_03,ShoppingMall,3
1146_01,ShoppingMall,187
1148_02,ShoppingMall,2138
1148_04,ShoppingMall,2
1148_07,ShoppingMall,76
1152_01,ShoppingMall,1095
1156_01,ShoppingMall,2
1161_01,ShoppingMall,72
1163_01,ShoppingMall,5
1166_01,ShoppingMall,926
1168_01,ShoppingMall,12
1169_01,ShoppingMall,9
1170_01,ShoppingMall,279
1173_01,ShoppingMall,12
1178_01,ShoppingMall,600
1180_01,ShoppingMall,957
1182_02,ShoppingMall,3
1186_04,ShoppingMall,654
1187_01,ShoppingMall,180
1190_01,ShoppingMall,464
1197_01,ShoppingMall,3700
1199_01,ShoppingMall,752
1206_01,ShoppingMall,513
1208_01,ShoppingMall,6
1211_05,ShoppingMall,843
1212_01,ShoppingMall,195
1213_01,ShoppingMall,800
1225_01,ShoppingMall,60
1228_02,ShoppingMall,907
1229_01,ShoppingMall,863
1234_01,ShoppingMall,1250
1235_01,ShoppingMall,1061
1238_01,ShoppingMall,3301
1239_01,ShoppingMall,122
1243_02,ShoppingMall,11
1254_01,ShoppingMall,431
1254_02,ShoppingMall,896
1256_01,ShoppingMall,1
1258_01,ShoppingMall,289
1259_01,ShoppingMall,619
1263_01,ShoppingMall,66
1269_01,ShoppingMall,15
1274_01,ShoppingMall,591
1280_01,ShoppingMall,482
1283_01,ShoppingMall,1
1285_01,ShoppingMall,16
1287_03,ShoppingMall,1084
1289_02,ShoppingMall,2
1291_01,ShoppingMall,4
1292_01,ShoppingMall,3
1292_02,ShoppingMall,268
1299_01,ShoppingMall,675
1300_01,ShoppingMall,1
1302_01,ShoppingMall,4817
1306_01,ShoppingMall,1
1309_01,ShoppingMall,109
1310_01,ShoppingMall,1
1311_02,ShoppingMall,292
1311_03,ShoppingMall,4
1317_01,ShoppingMall,23
1325_02,ShoppingMall,340
1326_02,ShoppingMall,260
1330_01,ShoppingMall,193
1330_02,ShoppingMall,1128
1332_01,ShoppingMall,561
1342_01,ShoppingMall,5
1345_01,ShoppingMall,18
1350_02,ShoppingMall,126
1350_03,ShoppingMall,8
1352_01,ShoppingMall,1
1353_02,ShoppingMall,340
1370_01,ShoppingMall,23
1375_02,ShoppingMall,946
1377_01,ShoppingMall,537
1378_01,ShoppingMall,550
1382_01,ShoppingMall,429
1384_01,ShoppingMall,690
1384_04,ShoppingMall,377
1387_01,ShoppingMall,280
1391_02,ShoppingMall,46
1391_03,ShoppingMall,210
1393_01,ShoppingMall,212
1393_02,ShoppingMall,224
1398_01,ShoppingMall,334
1399_01,ShoppingMall,529
1401_01,ShoppingMall,599
1404_01,ShoppingMall,28
1406_01,ShoppingMall,1013
1407_01,ShoppingMall,27
1407_02,ShoppingMall,3
1410_01,ShoppingMall,896
1415_01,ShoppingMall,2011
1419_01,ShoppingMall,1243
1421_02,ShoppingMall,243
1427_02,ShoppingMall,1721
1428_01,ShoppingMall,128
1430_01,ShoppingMall,2116
1431_01,ShoppingMall,4
1434_01,ShoppingMall,331
1435_01,ShoppingMall,26
1439_01,ShoppingMall,228
1439_02,ShoppingMall,9
1440_01,ShoppingMall,39
1452_01,ShoppingMall,10
1453_01,ShoppingMall,32
1454_01,ShoppingMall,15
1455_04,ShoppingMall,2119
1455_05,ShoppingMall,422
1457_01,ShoppingMall,3
1458_01,ShoppingMall,2020
1460_01,ShoppingMall,387
1463_01,ShoppingMall,73
1478_02,ShoppingMall,733
1481_01,ShoppingMall,744
1484_01,ShoppingMall,884
1500_03,ShoppingMall,913
1503_01,ShoppingMall,497
1503_02,ShoppingMall,68
1506_01,ShoppingMall,615
1507_01,ShoppingMall,1217
1507_02,ShoppingMall,683
1509_01,ShoppingMall,58
1510_01,ShoppingMall,1
1515_01,ShoppingMall,13
1525_01,ShoppingMall,38
1526_01,ShoppingMall,2
1528_01,ShoppingMall,1360
1531_01,ShoppingMall,533
1540_02,ShoppingMall,22
1542_01,ShoppingMall,157
1545_01,ShoppingMall,629
1547_01,ShoppingMall,661
1551_01,ShoppingMall,43
1560_01,ShoppingMall,45
1562_01,ShoppingMall,332
1572_01,ShoppingMall,11
1572_02,ShoppingMall,146
1573_01,ShoppingMall,82
1576_01,ShoppingMall,372
1580_01,ShoppingMall,8
1580_02,ShoppingMall,36
1590_01,ShoppingMall,2
1590_02,ShoppingMall,1
1592_02,ShoppingMall,1487
1608_01,ShoppingMall,798
1614_01,ShoppingMall,965
1615_01,ShoppingMall,6
1617_01,ShoppingMall,19
1621_01,ShoppingMall,1
1621_02,ShoppingMall,41
1624_02,ShoppingMall,62
1630_03,ShoppingMall,11
1636_01,ShoppingMall,6
1638_01,ShoppingMall,66
1640_01,ShoppingMall,1
1646_01,ShoppingMall,885
1647_01,ShoppingMall,10
1653_01,ShoppingMall,830
1656_01,ShoppingMall,37
1657_01,ShoppingMall,218
1658_01,ShoppingMall,6
1659_01,ShoppingMall,3
1666_01,ShoppingMall,2820
1668_01,ShoppingMall,6
1669_01,ShoppingMall,147
1669_03,ShoppingMall,881
1670_01,ShoppingMall,213
1673_01,ShoppingMall,5
1685_01,ShoppingMall,91
1687_01,ShoppingMall,208
1690_01,ShoppingMall,88
1691_01,ShoppingMall,1155
1695_01,ShoppingMall,201
1696_01,ShoppingMall,17
1704_01,ShoppingMall,687
1704_02,ShoppingMall,516
1708_01,ShoppingMall,1
1709_01,ShoppingMall,1247
1709_02,ShoppingMall,89
1709_03,ShoppingMall,24
1709_04,ShoppingMall,136
1709_06,ShoppingMall,646
1709_07,ShoppingMall,1246
1711_01,ShoppingMall,908
1712_01,ShoppingMall,959
1712_02,ShoppingMall,49
1713_01,ShoppingMall,2
1717_01,ShoppingMall,473
1721_01,ShoppingMall,5
1727_02,ShoppingMall,1061
1729_01,ShoppingMall,499
1738_01,ShoppingMall,19
1740_01,ShoppingMall,10
1742_01,ShoppingMall,387
1747_01,ShoppingMall,496
1760_01,ShoppingMall,10
1761_01,ShoppingMall,17
1767_03,ShoppingMall,124
1771_01,ShoppingMall,436
1772_01,ShoppingMall,49
1775_01,ShoppingMall,870
1776_01,ShoppingMall,809
1782_02,ShoppingMall,135
1792_01,ShoppingMall,71
1798_01,ShoppingMall,33
1802_01,ShoppingMall,2
1807_01,ShoppingMall,4
1808_01,ShoppingMall,8
1810_01,ShoppingMall,2661
1812_01,ShoppingMall,73
1813_01,ShoppingMall,454
1816_02,ShoppingMall,1
1817_01,ShoppingMall,38
1821_01,ShoppingMall,361
1823_01,ShoppingMall,496
1826_01,ShoppingMall,569
1827_01,ShoppingMall,1
1828_01,ShoppingMall,3
1829_01,ShoppingMall,80
1829_03,ShoppingMall,21
1829_04,ShoppingMall,3
1834_01,ShoppingMall,1582
1843_01,ShoppingMall,137
1848_01,ShoppingMall,2
1850_01,ShoppingMall,257
1850_02,ShoppingMall,1
1855_02,ShoppingMall,864
1857_01,ShoppingMall,657
1861_02,ShoppingMall,974
1863_01,ShoppingMall,1081
1877_01,ShoppingMall,26
1879_01,ShoppingMall,1789
1882_01,ShoppingMall,72
1886_01,ShoppingMall,176
1887_01,ShoppingMall,718
1889_01,ShoppingMall,22
1892_03,ShoppingMall,158
1897_01,ShoppingMall,1
1899_01,ShoppingMall,397
1902_01,ShoppingMall,345
1908_01,ShoppingMall,34
1920_01,ShoppingMall,288
1923_01,ShoppingMall,18
1927_01,ShoppingMall,1
1928_01,ShoppingMall,107
1937_01,ShoppingMall,17
1938_01,ShoppingMall,1508
1939_01,ShoppingMall,295
1939_02,ShoppingMall,43
1940_01,ShoppingMall,1476
1942_01,ShoppingMall,328
1945_01,ShoppingMall,787
1946_01,ShoppingMall,53
1952_01,ShoppingMall,398
1956_01,ShoppingMall,1134
1956_02,ShoppingMall,5
1959_03,ShoppingMall,4899
1960_02,ShoppingMall,677
1962_01,ShoppingMall,94
1964_01,ShoppingMall,1
1971_01,ShoppingMall,56
1974_01,ShoppingMall,1
1979_01,ShoppingMall,693
1983_01,ShoppingMall,139
1991_01,ShoppingMall,30
1991_02,ShoppingMall,352
1993_01,ShoppingMall,802
1994_01,ShoppingMall,249
1996_01,ShoppingMall,197
1999_01,ShoppingMall,1
2000_01,ShoppingMall,13
2001_01,ShoppingMall,548
2003_01,ShoppingMall,20
2024_02,ShoppingMall,10
2026_03,ShoppingMall,429
2027_01,ShoppingMall,1051
2029_01,ShoppingMall,730
2034_01,ShoppingMall,38
2038_01,ShoppingMall,503
2044_01,ShoppingMall,634
2051_01,ShoppingMall,694
2052_01,ShoppingMall,4
2053_01,ShoppingMall,13
2062_01,ShoppingMall,753
2067_02,ShoppingMall,72
2070_01,ShoppingMall,533
2071_02,ShoppingMall,71
2073_01,ShoppingMall,7
2080_01,ShoppingMall,340
2082_01,ShoppingMall,4
2084_01,ShoppingMall,1
2085_01,ShoppingMall,2640
2087_01,ShoppingMall,872
2088_02,ShoppingMall,1
2089_01,ShoppingMall,133
2090_01,ShoppingMall,801
2092_01,ShoppingMall,2315
2092_02,ShoppingMall,41
2092_03,ShoppingMall,1605
2092_05,ShoppingMall,22
2096_01,ShoppingMall,611
2096_02,ShoppingMall,68
2099_01,ShoppingMall,1474
2100_01,ShoppingMall,734
2102_01,ShoppingMall,249
2104_01,ShoppingMall,4
2107_01,ShoppingMall,1
2111_01,ShoppingMall,1404
2112_01,ShoppingMall,18
2120_01,ShoppingMall,1058
2127_01,ShoppingMall,7
2129_01,ShoppingMall,2
2130_01,ShoppingMall,480
2133_01,ShoppingMall,43
2135_02,ShoppingMall,362
2136_01,ShoppingMall,17
2140_01,ShoppingMall,698
2141_01,ShoppingMall,1610
2145_01,ShoppingMall,128
2147_01,ShoppingMall,47
2148_01,ShoppingMall,61
2159_01,ShoppingMall,2027
2163_01,ShoppingMall,6
2167_01,ShoppingMall,495
2168_02,ShoppingMall,991
2171_01,ShoppingMall,7
2171_02,ShoppingMall,551
2183_01,ShoppingMall,41
2183_02,ShoppingMall,31
2190_01,ShoppingMall,446
2193_01,ShoppingMall,619
2195_01,ShoppingMall,119
2198_01,ShoppingMall,902
2200_01,ShoppingMall,47
2201_01,ShoppingMall,13
2202_01,ShoppingMall,17
2203_01,ShoppingMall,560
2205_01,ShoppingMall,187
2206_01,ShoppingMall,857
2207_01,ShoppingMall,228
2215_02,ShoppingMall,33
2220_01,ShoppingMall,880
2228_01,ShoppingMall,1
2229_01,ShoppingMall,182
2231_01,ShoppingMall,26
2232_01,ShoppingMall,671
2234_04,ShoppingMall,1348
2234_05,ShoppingMall,1031
2234_07,ShoppingMall,61
2237_01,ShoppingMall,741
2239_01,ShoppingMall,469
2241_01,ShoppingMall,921
2243_01,ShoppingMall,80
2251_01,ShoppingMall,756
2251_02,ShoppingMall,14
2253_01,ShoppingMall,171
2261_01,ShoppingMall,885
2262_01,ShoppingMall,136
2263_01,ShoppingMall,32
2264_01,ShoppingMall,13
2266_01,ShoppingMall,185
2267_01,ShoppingMall,647
2270_01,ShoppingMall,1257
2275_01,ShoppingMall,670
2277_01,ShoppingMall,470
2282_01,ShoppingMall,1
2284_01,ShoppingMall,1127
2288_01,ShoppingMall,802
2289_01,ShoppingMall,2559
2291_02,ShoppingMall,435
2295_01,ShoppingMall,1224
2295_02,ShoppingMall,70
2298_01,ShoppingMall,1
2299_01,ShoppingMall,381
2301_01,ShoppingMall,33
2301_03,ShoppingMall,1
2303_01,ShoppingMall,32
2306_03,ShoppingMall,3
2306_06,ShoppingMall,4
2308_02,ShoppingMall,95
2308_03,ShoppingMall,1
2311_01,ShoppingMall,1
2313_01,ShoppingMall,791
2318_01,ShoppingMall,626
2327_01,ShoppingMall,388
2332_01,ShoppingMall,20
2336_02,ShoppingMall,17
2339_01,ShoppingMall,57
2340_01,ShoppingMall,648
2347_06,ShoppingMall,2
2348_01,ShoppingMall,78
2353_01,ShoppingMall,86
2357_01,ShoppingMall,994
2361_02,ShoppingMall,792
2363_01,ShoppingMall,41
2364_01,ShoppingMall,6
2367_01,ShoppingMall,1
2368_01,ShoppingMall,267
2369_01,ShoppingMall,880
2374_01,ShoppingMall,1432
2375_01,ShoppingMall,659
2379_01,ShoppingMall,678
2385_01,ShoppingMall,78
2396_02,ShoppingMall,30
2398_01,ShoppingMall,44
2399_01,ShoppingMall,319
2404_01,ShoppingMall,7
2404_03,ShoppingMall,130
2411_01,ShoppingMall,17
2414_01,ShoppingMall,2
2416_01,ShoppingMall,1079
2424_01,ShoppingMall,1559
2429_01,ShoppingMall,332
2432_01,ShoppingMall,79
2435_01,ShoppingMall,28
2439_01,ShoppingMall,13
2441_01,ShoppingMall,493
2443_01,ShoppingMall,76
2444_01,ShoppingMall,3
2445_01,ShoppingMall,27
2446_01,ShoppingMall,661
2452_01,ShoppingMall,28
2455_01,ShoppingMall,1168
2458_01,ShoppingMall,578
2463_01,ShoppingMall,12
2466_01,ShoppingMall,61
2467_01,ShoppingMall,49
2471_01,ShoppingMall,450
2472_01,ShoppingMall,30
2476_01,ShoppingMall,1
2486_01,ShoppingMall,30
2486_02,ShoppingMall,54
2488_01,ShoppingMall,525
2491_01,ShoppingMall,552
2498_01,ShoppingMall,34
2502_01,ShoppingMall,1
2503_01,ShoppingMall,745
2505_01,ShoppingMall,291
2505_02,ShoppingMall,4
2506_01,ShoppingMall,46
2509_01,ShoppingMall,1145
2510_01,ShoppingMall,1342
2519_01,ShoppingMall,344
2528_01,ShoppingMall,110
2530_01,ShoppingMall,189
2532_01,ShoppingMall,1682
2537_01,ShoppingMall,292
2540_01,ShoppingMall,451
2541_01,ShoppingMall,127
2542_01,ShoppingMall,28
2546_01,ShoppingMall,24
2547_02,ShoppingMall,2
2549_01,ShoppingMall,23
2549_03,ShoppingMall,7
2551_01,ShoppingMall,3
2552_01,ShoppingMall,4
2558_03,ShoppingMall,922
2562_02,ShoppingMall,96
2565_02,ShoppingMall,138
2571_01,ShoppingMall,557
2574_01,ShoppingMall,12
2581_01,ShoppingMall,16
2582_01,ShoppingMall,46
2588_01,ShoppingMall,743
2590_02,ShoppingMall,285
2592_02,ShoppingMall,2628
2593_01,ShoppingMall,13
2596_01,ShoppingMall,1646
2597_02,ShoppingMall,1213
2598_01,ShoppingMall,1131
2606_02,ShoppingMall,801
2607_03,ShoppingMall,2
2617_01,ShoppingMall,469
2622_01,ShoppingMall,13
2624_01,ShoppingMall,875
2625_02,ShoppingMall,271
2626_01,ShoppingMall,479
2627_01,ShoppingMall,5
2635_01,ShoppingMall,29
2636_01,ShoppingMall,137
2642_01,ShoppingMall,17
2643_01,ShoppingMall,6
2645_01,ShoppingMall,1558
2646_01,ShoppingMall,1795
2649_01,ShoppingMall,1994
2652_01,ShoppingMall,670
2657_01,ShoppingMall,1
2658_01,ShoppingMall,795
2662_01,ShoppingMall,937
2666_02,ShoppingMall,260
2668_01,ShoppingMall,1
2672_01,ShoppingMall,213
2675_01,ShoppingMall,3813
2676_01,ShoppingMall,1865
2690_01,ShoppingMall,116
2691_01,ShoppingMall,1
2692_01,ShoppingMall,21
2695_01,ShoppingMall,4
2697_01,ShoppingMall,4
2700_01,ShoppingMall,1
2704_01,ShoppingMall,348
2708_01,ShoppingMall,37
2709_03,ShoppingMall,381
2717_01,ShoppingMall,13
2720_01,ShoppingMall,1
2721_01,ShoppingMall,55
2724_02,ShoppingMall,38
2725_01,ShoppingMall,362
2727_01,ShoppingMall,11
2736_01,ShoppingMall,24
2741_01,ShoppingMall,133
2743_01,ShoppingMall,2
2745_01,ShoppingMall,310
2746_01,ShoppingMall,356
2759_01,ShoppingMall,170
2762_01,ShoppingMall,260
2762_02,ShoppingMall,10
2764_01,ShoppingMall,213
2769_01,ShoppingMall,192
2773_01,ShoppingMall,648
2774_01,ShoppingMall,3
2774_02,ShoppingMall,31
2778_01,ShoppingMall,414
2784_01,ShoppingMall,1661
2787_01,ShoppingMall,1098
2790_02,ShoppingMall,4333
2790_05,ShoppingMall,660
2795_01,ShoppingMall,15
2805_01,ShoppingMall,366
2806_01,ShoppingMall,64
2807_01,ShoppingMall,154
2812_01,ShoppingMall,384
2817_01,ShoppingMall,910
2818_03,ShoppingMall,981
2826_02,ShoppingMall,174
2832_01,ShoppingMall,23
2843_01,ShoppingMall,657
2853_01,ShoppingMall,111
2854_01,ShoppingMall,14
2860_01,ShoppingMall,77
2863_01,ShoppingMall,49
2865_01,ShoppingMall,7
2865_02,ShoppingMall,442
2867_01,ShoppingMall,1617
2867_02,ShoppingMall,92
2870_01,ShoppingMall,1
2873_01,ShoppingMall,23
2877_01,ShoppingMall,7
2878_01,ShoppingMall,3648
2883_01,ShoppingMall,1282
2887_01,ShoppingMall,744
2888_01,ShoppingMall,1698
2893_01,ShoppingMall,779
2894_01,ShoppingMall,443
2897_01,ShoppingMall,288
2901_02,ShoppingMall,25
2906_01,ShoppingMall,133
2907_01,ShoppingMall,2005
2910_01,ShoppingMall,736
2913_01,ShoppingMall,1509
2919_01,ShoppingMall,315
2920_01,ShoppingMall,569
2925_01,ShoppingMall,796
2926_01,ShoppingMall,545
2928_01,ShoppingMall,2
2936_01,ShoppingMall,11
2940_01,ShoppingMall,363
2941_01,ShoppingMall,13
2942_01,ShoppingMall,97
2944_01,ShoppingMall,16
2948_01,ShoppingMall,77
2950_01,ShoppingMall,374
2954_01,ShoppingMall,101
2958_01,ShoppingMall,4
2959_01,ShoppingMall,933
2962_01,ShoppingMall,132
2965_01,ShoppingMall,709
2966_01,ShoppingMall,323
2969_01,ShoppingMall,32
2970_01,ShoppingMall,6
2972_01,ShoppingMall,1441
2975_01,ShoppingMall,585
2983_01,ShoppingMall,31
2986_01,ShoppingMall,2516
2988_01,ShoppingMall,7
2994_01,ShoppingMall,14
2996_01,ShoppingMall,2
3001_02,ShoppingMall,2280
3018_01,ShoppingMall,2
3019_01,ShoppingMall,234
