Source,Target
0181_01,TRAPPIST-1e
0182_01,TRAPPIST-1e
0183_01,TRAPPIST-1e
0186_01,TRAPPIST-1e
0188_01,TRAPPIST-1e
0189_01,55 Cancri e
0190_01,55 Cancri e
0192_01,TRAPPIST-1e
0192_02,TRAPPIST-1e
0192_03,TRAPPIST-1e
0193_01,TRAPPIST-1e
0193_02,TRAPPIST-1e
0193_03,TRAPPIST-1e
0195_01,TRAPPIST-1e
0196_01,PSO J318.5-22
0197_01,TRAPPIST-1e
0198_01,PSO J318.5-22
0199_01,TRAPPIST-1e
0200_01,TRAPPIST-1e
0201_01,TRAPPIST-1e
0201_02,TRAPPIST-1e
0202_01,55 Cancri e
0202_02,55 Cancri e
0203_01,TRAPPIST-1e
0205_01,TRAPPIST-1e
0206_01,55 Cancri e
0207_01,PSO J318.5-22
0210_01,55 Cancri e
0211_01,TRAPPIST-1e
0211_02,TRAPPIST-1e
0211_03,TRAPPIST-1e
0212_01,TRAPPIST-1e
0212_02,TRAPPIST-1e
0213_01,TRAPPIST-1e
0216_01,55 Cancri e
0217_01,TRAPPIST-1e
0219_01,TRAPPIST-1e
0220_01,TRAPPIST-1e
0220_02,TRAPPIST-1e
0220_03,TRAPPIST-1e
0220_04,TRAPPIST-1e
0220_05,TRAPPIST-1e
0220_06,55 Cancri e
0220_07,TRAPPIST-1e
0221_01,55 Cancri e
0221_02,TRAPPIST-1e
0221_03,TRAPPIST-1e
0221_04,TRAPPIST-1e
0221_05,TRAPPIST-1e
0221_06,TRAPPIST-1e
0221_07,TRAPPIST-1e
0222_01,TRAPPIST-1e
0222_02,TRAPPIST-1e
0222_03,TRAPPIST-1e
0223_01,TRAPPIST-1e
0224_01,TRAPPIST-1e
0225_01,PSO J318.5-22
0229_01,TRAPPIST-1e
0231_01,TRAPPIST-1e
0232_01,PSO J318.5-22
0233_01,TRAPPIST-1e
0234_01,TRAPPIST-1e
0237_01,TRAPPIST-1e
0239_01,TRAPPIST-1e
0240_01,TRAPPIST-1e
0241_01,55 Cancri e
0242_01,TRAPPIST-1e
0243_01,TRAPPIST-1e
0244_01,TRAPPIST-1e
0244_02,55 Cancri e
0245_01,55 Cancri e
0245_02,TRAPPIST-1e
0246_01,TRAPPIST-1e
0248_01,TRAPPIST-1e
0250_01,PSO J318.5-22
0251_01,55 Cancri e
0252_01,TRAPPIST-1e
0253_01,TRAPPIST-1e
0254_01,TRAPPIST-1e
0255_01,TRAPPIST-1e
0257_01,55 Cancri e
0257_02,TRAPPIST-1e
0258_01,TRAPPIST-1e
0260_01,TRAPPIST-1e
0261_01,TRAPPIST-1e
0263_01,TRAPPIST-1e
0265_01,TRAPPIST-1e
0267_01,TRAPPIST-1e
0269_01,55 Cancri e
0270_01,TRAPPIST-1e
0275_01,55 Cancri e
0277_01,55 Cancri e
0278_01,TRAPPIST-1e
0278_02,TRAPPIST-1e
0281_01,TRAPPIST-1e
0282_01,TRAPPIST-1e
0283_01,PSO J318.5-22
0283_02,TRAPPIST-1e
0285_01,TRAPPIST-1e
0285_02,55 Cancri e
0286_01,55 Cancri e
0287_01,55 Cancri e
0287_02,TRAPPIST-1e
0288_01,55 Cancri e
0289_01,55 Cancri e
0290_01,55 Cancri e
0290_02,TRAPPIST-1e
0290_03,TRAPPIST-1e
0290_04,55 Cancri e
0291_01,TRAPPIST-1e
0294_01,TRAPPIST-1e
0297_01,TRAPPIST-1e
0298_01,55 Cancri e
0301_01,TRAPPIST-1e
0302_01,TRAPPIST-1e
0303_01,TRAPPIST-1e
0304_01,TRAPPIST-1e
0305_01,55 Cancri e
0306_01,TRAPPIST-1e
0307_01,TRAPPIST-1e
0309_01,TRAPPIST-1e
0310_01,TRAPPIST-1e
0313_01,PSO J318.5-22
0313_02,55 Cancri e
0313_03,55 Cancri e
0313_04,55 Cancri e
0314_01,55 Cancri e
0315_01,PSO J318.5-22
0316_01,TRAPPIST-1e
0316_02,TRAPPIST-1e
0320_01,TRAPPIST-1e
0320_02,TRAPPIST-1e
0321_01,TRAPPIST-1e
0322_01,PSO J318.5-22
0324_01,55 Cancri e
0326_01,TRAPPIST-1e
0327_01,TRAPPIST-1e
0330_01,TRAPPIST-1e
0330_02,TRAPPIST-1e
0330_03,TRAPPIST-1e
0331_01,TRAPPIST-1e
0333_01,55 Cancri e
0334_01,TRAPPIST-1e
0336_01,TRAPPIST-1e
0337_01,55 Cancri e
0337_02,TRAPPIST-1e
0337_03,55 Cancri e
0338_01,TRAPPIST-1e
0340_01,55 Cancri e
0341_01,PSO J318.5-22
0343_01,PSO J318.5-22
0345_01,TRAPPIST-1e
0346_01,55 Cancri e
0347_01,TRAPPIST-1e
0348_01,TRAPPIST-1e
0348_02,TRAPPIST-1e
0350_01,PSO J318.5-22
0352_01,TRAPPIST-1e
0355_01,TRAPPIST-1e
0356_01,55 Cancri e
0357_01,TRAPPIST-1e
0358_01,TRAPPIST-1e
0358_02,PSO J318.5-22
0359_01,PSO J318.5-22
0360_01,TRAPPIST-1e
0361_01,55 Cancri e
0365_01,55 Cancri e
0368_01,TRAPPIST-1e
0368_02,TRAPPIST-1e
0369_01,TRAPPIST-1e
0370_01,TRAPPIST-1e
0371_01,TRAPPIST-1e
0372_01,TRAPPIST-1e
0373_01,TRAPPIST-1e
0375_01,TRAPPIST-1e
0376_01,TRAPPIST-1e
0377_01,55 Cancri e
0378_01,55 Cancri e
0378_02,55 Cancri e
0378_03,TRAPPIST-1e
0378_04,TRAPPIST-1e
0378_05,TRAPPIST-1e
0378_06,TRAPPIST-1e
0378_07,TRAPPIST-1e
0379_01,TRAPPIST-1e
0380_01,55 Cancri e
0381_01,55 Cancri e
0381_02,55 Cancri e
0382_01,TRAPPIST-1e
0383_01,TRAPPIST-1e
0383_02,PSO J318.5-22
0384_01,55 Cancri e
0384_02,TRAPPIST-1e
0385_01,TRAPPIST-1e
0387_01,TRAPPIST-1e
0388_01,TRAPPIST-1e
0389_01,TRAPPIST-1e
0391_01,PSO J318.5-22
0392_01,TRAPPIST-1e
0395_01,55 Cancri e
0395_02,55 Cancri e
0396_01,TRAPPIST-1e
0397_01,TRAPPIST-1e
0398_01,TRAPPIST-1e
0401_01,TRAPPIST-1e
0401_02,TRAPPIST-1e
0402_01,55 Cancri e
0403_01,TRAPPIST-1e
0405_01,55 Cancri e
0407_01,TRAPPIST-1e
0407_02,TRAPPIST-1e
0407_03,TRAPPIST-1e
0408_01,TRAPPIST-1e
0409_01,TRAPPIST-1e
0410_01,55 Cancri e
0411_01,TRAPPIST-1e
0412_01,TRAPPIST-1e
0413_01,TRAPPIST-1e
0415_01,TRAPPIST-1e
0417_01,55 Cancri e
0417_02,55 Cancri e
0417_03,TRAPPIST-1e
0423_01,TRAPPIST-1e
0425_01,TRAPPIST-1e
0425_02,TRAPPIST-1e
0425_03,TRAPPIST-1e
0427_01,TRAPPIST-1e
0428_01,TRAPPIST-1e
0429_01,55 Cancri e
0429_02,55 Cancri e
0430_01,TRAPPIST-1e
0431_01,TRAPPIST-1e
0432_01,TRAPPIST-1e
0433_01,55 Cancri e
0433_02,TRAPPIST-1e
0434_01,TRAPPIST-1e
0435_01,TRAPPIST-1e
0436_01,55 Cancri e
0436_02,PSO J318.5-22
0437_01,TRAPPIST-1e
0437_02,PSO J318.5-22
0438_01,TRAPPIST-1e
0439_01,55 Cancri e
0441_01,55 Cancri e
0442_01,TRAPPIST-1e
0444_01,TRAPPIST-1e
0444_02,TRAPPIST-1e
0445_01,TRAPPIST-1e
0445_02,TRAPPIST-1e
0446_01,55 Cancri e
0447_01,TRAPPIST-1e
0448_01,TRAPPIST-1e
0448_02,PSO J318.5-22
0449_01,TRAPPIST-1e
0452_01,TRAPPIST-1e
0453_01,TRAPPIST-1e
0453_02,55 Cancri e
0453_03,TRAPPIST-1e
0454_01,55 Cancri e
0454_02,TRAPPIST-1e
0454_03,TRAPPIST-1e
0456_01,TRAPPIST-1e
0457_01,PSO J318.5-22
0457_02,TRAPPIST-1e
0457_03,TRAPPIST-1e
0458_01,55 Cancri e
0459_01,TRAPPIST-1e
0460_01,PSO J318.5-22
0461_01,PSO J318.5-22
0461_02,TRAPPIST-1e
0461_03,55 Cancri e
0462_01,TRAPPIST-1e
0463_01,TRAPPIST-1e
0463_02,TRAPPIST-1e
0465_01,TRAPPIST-1e
0465_02,TRAPPIST-1e
0466_01,TRAPPIST-1e
0468_01,TRAPPIST-1e
0470_01,55 Cancri e
0470_02,TRAPPIST-1e
0471_01,TRAPPIST-1e
0471_02,55 Cancri e
0472_01,PSO J318.5-22
0474_01,55 Cancri e
0475_01,TRAPPIST-1e
0476_01,PSO J318.5-22
0476_02,TRAPPIST-1e
0476_03,TRAPPIST-1e
0477_01,TRAPPIST-1e
0480_01,TRAPPIST-1e
0481_01,TRAPPIST-1e
0482_01,TRAPPIST-1e
0482_02,TRAPPIST-1e
0485_01,55 Cancri e
0487_01,TRAPPIST-1e
0488_01,PSO J318.5-22
0490_01,TRAPPIST-1e
0498_01,55 Cancri e
0498_02,55 Cancri e
0499_01,55 Cancri e
0499_02,TRAPPIST-1e
0500_01,55 Cancri e
0501_01,TRAPPIST-1e
0502_01,TRAPPIST-1e
0503_01,TRAPPIST-1e
0503_02,TRAPPIST-1e
0503_03,TRAPPIST-1e
0504_01,55 Cancri e
0504_02,55 Cancri e
0504_03,55 Cancri e
0504_04,TRAPPIST-1e
0504_05,55 Cancri e
0504_06,55 Cancri e
0506_01,TRAPPIST-1e
0507_01,TRAPPIST-1e
0510_01,TRAPPIST-1e
0512_01,55 Cancri e
0512_02,TRAPPIST-1e
0513_01,PSO J318.5-22
0515_01,TRAPPIST-1e
0516_01,55 Cancri e
0517_01,TRAPPIST-1e
0518_01,TRAPPIST-1e
0519_01,TRAPPIST-1e
0520_01,TRAPPIST-1e
0521_01,TRAPPIST-1e
0522_01,TRAPPIST-1e
0523_01,TRAPPIST-1e
0525_01,TRAPPIST-1e
0527_01,55 Cancri e
0527_02,TRAPPIST-1e
0528_01,TRAPPIST-1e
0529_01,PSO J318.5-22
0531_01,55 Cancri e
0531_02,55 Cancri e
0533_01,TRAPPIST-1e
0534_01,TRAPPIST-1e
0534_02,TRAPPIST-1e
0537_01,TRAPPIST-1e
0538_01,TRAPPIST-1e
0539_01,TRAPPIST-1e
0539_02,55 Cancri e
0539_03,55 Cancri e
0539_04,TRAPPIST-1e
0539_05,TRAPPIST-1e
0540_01,TRAPPIST-1e
0540_02,TRAPPIST-1e
0542_01,TRAPPIST-1e
0545_01,TRAPPIST-1e
0546_01,55 Cancri e
0547_01,TRAPPIST-1e
0548_01,TRAPPIST-1e
0549_01,PSO J318.5-22
0549_02,TRAPPIST-1e
0550_01,TRAPPIST-1e
0551_01,TRAPPIST-1e
0552_01,55 Cancri e
0553_01,TRAPPIST-1e
0553_02,TRAPPIST-1e
0555_01,55 Cancri e
0555_02,TRAPPIST-1e
0556_01,TRAPPIST-1e
0559_01,PSO J318.5-22
0560_01,TRAPPIST-1e
0560_02,PSO J318.5-22
0560_03,TRAPPIST-1e
0561_01,TRAPPIST-1e
0563_01,55 Cancri e
0564_01,55 Cancri e
0564_02,TRAPPIST-1e
0564_03,TRAPPIST-1e
0565_01,TRAPPIST-1e
0566_01,TRAPPIST-1e
0567_01,TRAPPIST-1e
0568_01,TRAPPIST-1e
0568_02,55 Cancri e
0569_01,TRAPPIST-1e
0570_01,TRAPPIST-1e
0571_01,55 Cancri e
0571_02,TRAPPIST-1e
0571_03,TRAPPIST-1e
0571_04,TRAPPIST-1e
0571_05,55 Cancri e
0571_06,TRAPPIST-1e
0571_07,TRAPPIST-1e
0572_01,TRAPPIST-1e
0573_01,TRAPPIST-1e
0575_01,TRAPPIST-1e
0576_01,TRAPPIST-1e
0577_01,TRAPPIST-1e
0579_01,TRAPPIST-1e
0579_02,TRAPPIST-1e
0580_01,TRAPPIST-1e
0581_01,TRAPPIST-1e
0582_01,TRAPPIST-1e
0583_01,TRAPPIST-1e
0583_02,TRAPPIST-1e
0583_03,TRAPPIST-1e
0585_01,TRAPPIST-1e
0585_02,TRAPPIST-1e
0585_03,TRAPPIST-1e
0586_01,TRAPPIST-1e
0587_01,TRAPPIST-1e
0588_01,PSO J318.5-22
0589_01,TRAPPIST-1e
0590_01,TRAPPIST-1e
0591_01,PSO J318.5-22
0593_01,TRAPPIST-1e
0594_01,55 Cancri e
0594_02,TRAPPIST-1e
0596_01,TRAPPIST-1e
0597_01,TRAPPIST-1e
0597_02,TRAPPIST-1e
0598_01,TRAPPIST-1e
0599_01,TRAPPIST-1e
0599_02,TRAPPIST-1e
0599_03,TRAPPIST-1e
0599_04,TRAPPIST-1e
0600_01,TRAPPIST-1e
0602_01,TRAPPIST-1e
0602_02,TRAPPIST-1e
0602_03,TRAPPIST-1e
0603_01,TRAPPIST-1e
0607_01,TRAPPIST-1e
0607_02,55 Cancri e
0607_03,TRAPPIST-1e
0608_01,TRAPPIST-1e
0609_01,TRAPPIST-1e
0610_01,TRAPPIST-1e
0611_01,PSO J318.5-22
0612_01,TRAPPIST-1e
0614_01,TRAPPIST-1e
0615_01,TRAPPIST-1e
0615_02,TRAPPIST-1e
0615_03,55 Cancri e
0618_01,55 Cancri e
0618_02,PSO J318.5-22
0619_01,TRAPPIST-1e
0619_02,55 Cancri e
0623_01,TRAPPIST-1e
0628_01,TRAPPIST-1e
0629_01,TRAPPIST-1e
0630_01,TRAPPIST-1e
0631_01,TRAPPIST-1e
0633_01,PSO J318.5-22
0634_01,TRAPPIST-1e
0635_01,TRAPPIST-1e
0635_02,TRAPPIST-1e
0636_01,55 Cancri e
0636_02,TRAPPIST-1e
0637_01,TRAPPIST-1e
0638_01,55 Cancri e
0639_01,TRAPPIST-1e
0641_01,TRAPPIST-1e
0642_01,55 Cancri e
0642_02,55 Cancri e
0642_03,TRAPPIST-1e
0642_04,55 Cancri e
0642_05,55 Cancri e
0643_01,TRAPPIST-1e
0644_01,TRAPPIST-1e
0645_01,TRAPPIST-1e
0646_01,55 Cancri e
0647_01,TRAPPIST-1e
0647_02,TRAPPIST-1e
0647_03,TRAPPIST-1e
0650_01,PSO J318.5-22
0653_01,TRAPPIST-1e
0655_01,TRAPPIST-1e
0656_01,TRAPPIST-1e
0657_01,TRAPPIST-1e
0657_02,TRAPPIST-1e
0658_01,PSO J318.5-22
0659_01,TRAPPIST-1e
0660_01,TRAPPIST-1e
0661_01,TRAPPIST-1e
0663_01,TRAPPIST-1e
0664_01,TRAPPIST-1e
0665_01,TRAPPIST-1e
0665_02,TRAPPIST-1e
0668_01,TRAPPIST-1e
0669_01,TRAPPIST-1e
0671_01,PSO J318.5-22
0672_01,TRAPPIST-1e
0674_01,PSO J318.5-22
0677_01,TRAPPIST-1e
0678_01,TRAPPIST-1e
0679_01,TRAPPIST-1e
0680_01,PSO J318.5-22
0680_02,TRAPPIST-1e
0680_03,TRAPPIST-1e
0682_01,TRAPPIST-1e
0683_01,TRAPPIST-1e
0684_01,TRAPPIST-1e
0684_02,TRAPPIST-1e
0684_03,TRAPPIST-1e
0685_01,TRAPPIST-1e
0686_01,TRAPPIST-1e
0686_02,TRAPPIST-1e
0687_01,TRAPPIST-1e
0688_01,TRAPPIST-1e
0689_01,TRAPPIST-1e
0690_01,TRAPPIST-1e
0691_01,TRAPPIST-1e
0691_02,TRAPPIST-1e
0691_03,TRAPPIST-1e
0693_01,55 Cancri e
0693_02,TRAPPIST-1e
0696_01,TRAPPIST-1e
0697_01,55 Cancri e
0699_01,55 Cancri e
0699_02,55 Cancri e
0701_01,TRAPPIST-1e
0702_01,TRAPPIST-1e
0703_01,TRAPPIST-1e
0704_01,TRAPPIST-1e
0705_01,55 Cancri e
0707_01,TRAPPIST-1e
0709_01,55 Cancri e
0709_02,55 Cancri e
0709_03,55 Cancri e
0710_01,TRAPPIST-1e
0712_01,TRAPPIST-1e
0712_02,TRAPPIST-1e
0713_01,TRAPPIST-1e
0714_01,PSO J318.5-22
0714_02,TRAPPIST-1e
0714_03,TRAPPIST-1e
0714_04,PSO J318.5-22
0714_05,PSO J318.5-22
0714_06,55 Cancri e
0714_07,55 Cancri e
0715_01,55 Cancri e
0718_01,TRAPPIST-1e
0719_01,TRAPPIST-1e
0724_01,PSO J318.5-22
0726_01,TRAPPIST-1e
0727_01,TRAPPIST-1e
0728_01,55 Cancri e
0729_01,TRAPPIST-1e
0732_01,TRAPPIST-1e
0733_01,55 Cancri e
0734_01,TRAPPIST-1e
0736_01,TRAPPIST-1e
0737_01,55 Cancri e
0738_01,TRAPPIST-1e
0740_01,55 Cancri e
0740_02,55 Cancri e
0740_03,TRAPPIST-1e
0743_01,TRAPPIST-1e
0746_01,TRAPPIST-1e
0750_01,55 Cancri e
0753_01,55 Cancri e
0753_02,55 Cancri e
0753_03,55 Cancri e
0754_01,55 Cancri e
0756_01,55 Cancri e
0756_02,TRAPPIST-1e
0756_03,TRAPPIST-1e
0757_01,55 Cancri e
0761_01,TRAPPIST-1e
0762_01,PSO J318.5-22
0764_01,TRAPPIST-1e
0765_01,PSO J318.5-22
0765_02,TRAPPIST-1e
0767_01,TRAPPIST-1e
0768_01,55 Cancri e
0768_02,TRAPPIST-1e
0769_01,55 Cancri e
0770_01,TRAPPIST-1e
0770_02,TRAPPIST-1e
0770_03,TRAPPIST-1e
0770_04,PSO J318.5-22
0770_05,55 Cancri e
0770_06,PSO J318.5-22
0771_01,TRAPPIST-1e
0772_01,55 Cancri e
0772_02,55 Cancri e
0772_03,TRAPPIST-1e
0772_04,55 Cancri e
0773_01,TRAPPIST-1e
0776_01,TRAPPIST-1e
0777_01,TRAPPIST-1e
0779_01,TRAPPIST-1e
0781_01,PSO J318.5-22
0782_01,TRAPPIST-1e
0784_01,55 Cancri e
0785_01,TRAPPIST-1e
0786_01,TRAPPIST-1e
0787_01,TRAPPIST-1e
0788_01,55 Cancri e
0789_01,TRAPPIST-1e
0789_02,TRAPPIST-1e
0789_03,TRAPPIST-1e
0790_01,PSO J318.5-22
0791_01,PSO J318.5-22
0793_01,PSO J318.5-22
0794_01,55 Cancri e
0794_02,55 Cancri e
0795_01,TRAPPIST-1e
0796_01,55 Cancri e
0797_01,TRAPPIST-1e
0798_01,PSO J318.5-22
0799_01,55 Cancri e
0802_01,TRAPPIST-1e
0805_01,55 Cancri e
0806_01,TRAPPIST-1e
0806_02,TRAPPIST-1e
0808_01,TRAPPIST-1e
0809_01,TRAPPIST-1e
0809_02,TRAPPIST-1e
0809_03,TRAPPIST-1e
0809_04,TRAPPIST-1e
0811_01,PSO J318.5-22
0811_02,TRAPPIST-1e
0811_03,TRAPPIST-1e
0813_01,TRAPPIST-1e
0815_01,TRAPPIST-1e
0816_01,55 Cancri e
0817_01,TRAPPIST-1e
0818_01,TRAPPIST-1e
0819_01,PSO J318.5-22
0820_01,55 Cancri e
0820_02,TRAPPIST-1e
0822_01,TRAPPIST-1e
0823_01,55 Cancri e
0823_02,55 Cancri e
0824_01,TRAPPIST-1e
0825_01,TRAPPIST-1e
0826_01,TRAPPIST-1e
0828_01,TRAPPIST-1e
0828_02,TRAPPIST-1e
0829_01,PSO J318.5-22
0830_01,TRAPPIST-1e
0833_01,55 Cancri e
0834_01,TRAPPIST-1e
0835_01,55 Cancri e
0836_01,PSO J318.5-22
0839_01,TRAPPIST-1e
0840_01,TRAPPIST-1e
0845_01,55 Cancri e
0846_01,TRAPPIST-1e
0848_01,TRAPPIST-1e
0848_02,TRAPPIST-1e
0849_01,TRAPPIST-1e
0849_02,55 Cancri e
0850_01,TRAPPIST-1e
0851_01,55 Cancri e
0853_01,55 Cancri e
0859_01,TRAPPIST-1e
0860_01,TRAPPIST-1e
0863_01,TRAPPIST-1e
0863_02,TRAPPIST-1e
0863_03,TRAPPIST-1e
0865_01,55 Cancri e
0865_02,55 Cancri e
0867_01,TRAPPIST-1e
0868_01,TRAPPIST-1e
0869_01,TRAPPIST-1e
0870_01,PSO J318.5-22
0871_01,TRAPPIST-1e
0873_01,TRAPPIST-1e
0874_01,TRAPPIST-1e
0875_01,TRAPPIST-1e
0876_01,TRAPPIST-1e
0877_01,55 Cancri e
0878_01,PSO J318.5-22
0879_01,TRAPPIST-1e
0881_01,TRAPPIST-1e
0883_01,TRAPPIST-1e
0885_01,TRAPPIST-1e
0885_02,55 Cancri e
0889_01,TRAPPIST-1e
0889_02,55 Cancri e
0890_01,TRAPPIST-1e
0893_01,55 Cancri e
0898_01,TRAPPIST-1e
0899_01,TRAPPIST-1e
0899_02,TRAPPIST-1e
0901_01,TRAPPIST-1e
0902_01,TRAPPIST-1e
0903_01,55 Cancri e
0904_01,TRAPPIST-1e
0905_01,PSO J318.5-22
0906_01,55 Cancri e
0907_01,55 Cancri e
0907_02,TRAPPIST-1e
0910_01,TRAPPIST-1e
0911_01,TRAPPIST-1e
0911_02,TRAPPIST-1e
0912_01,TRAPPIST-1e
0913_01,55 Cancri e
0915_01,TRAPPIST-1e
0918_01,TRAPPIST-1e
0919_01,PSO J318.5-22
0921_01,PSO J318.5-22
0922_01,55 Cancri e
0922_02,55 Cancri e
0923_01,55 Cancri e
0923_02,TRAPPIST-1e
0924_01,TRAPPIST-1e
0925_01,TRAPPIST-1e
0925_02,TRAPPIST-1e
0925_03,TRAPPIST-1e
0926_01,55 Cancri e
0926_02,TRAPPIST-1e
0927_01,TRAPPIST-1e
0928_01,PSO J318.5-22
0930_01,TRAPPIST-1e
0930_02,TRAPPIST-1e
0931_01,TRAPPIST-1e
0932_01,TRAPPIST-1e
0933_01,TRAPPIST-1e
0933_02,TRAPPIST-1e
0935_01,TRAPPIST-1e
0938_01,TRAPPIST-1e
0938_02,TRAPPIST-1e
0938_03,TRAPPIST-1e
0939_01,TRAPPIST-1e
0940_01,TRAPPIST-1e
0941_01,TRAPPIST-1e
0942_01,TRAPPIST-1e
0944_01,TRAPPIST-1e
0944_02,55 Cancri e
0946_01,TRAPPIST-1e
0947_01,55 Cancri e
0949_01,55 Cancri e
0951_01,PSO J318.5-22
0952_01,TRAPPIST-1e
0953_01,PSO J318.5-22
0955_01,55 Cancri e
0956_01,TRAPPIST-1e
0957_01,TRAPPIST-1e
0960_01,TRAPPIST-1e
0961_01,55 Cancri e
0964_01,TRAPPIST-1e
0964_02,TRAPPIST-1e
0965_01,TRAPPIST-1e
0966_01,TRAPPIST-1e
0968_01,TRAPPIST-1e
0969_01,TRAPPIST-1e
0970_01,TRAPPIST-1e
0971_01,TRAPPIST-1e
0972_01,TRAPPIST-1e
0975_01,55 Cancri e
0976_01,TRAPPIST-1e
0978_01,TRAPPIST-1e
0979_01,TRAPPIST-1e
0982_01,PSO J318.5-22
0982_02,TRAPPIST-1e
0983_01,55 Cancri e
0984_01,TRAPPIST-1e
0984_02,TRAPPIST-1e
0984_03,TRAPPIST-1e
0984_04,TRAPPIST-1e
0984_05,55 Cancri e
