Source,Target,Amount
0433_02,RoomService,4
0436_02,RoomService,46
0437_01,RoomService,382
0437_02,RoomService,7
0442_01,RoomService,7
0444_01,RoomService,2484
0444_02,RoomService,1869
0445_01,RoomService,1352
0447_01,RoomService,9
0448_01,RoomService,757
0454_01,RoomService,5
0456_01,RoomService,210
0459_01,RoomService,2156
0463_01,RoomService,865
0463_02,RoomService,928
0465_01,RoomService,4
0487_01,RoomService,172
0500_01,RoomService,513
0502_01,RoomService,10
0503_02,RoomService,1821
0503_03,RoomService,1246
0516_01,RoomService,113
0517_01,RoomService,1445
0520_01,RoomService,62
0521_01,RoomService,39
0523_01,RoomService,553
0527_01,RoomService,1172
0533_01,RoomService,20
0534_01,RoomService,98
0534_02,RoomService,3573
0540_02,RoomService,1471
0542_01,RoomService,9
0545_01,RoomService,59
0546_01,RoomService,930
0549_01,RoomService,666
0550_01,RoomService,13
0551_01,RoomService,126
0560_03,RoomService,1440
0563_01,RoomService,840
0565_01,RoomService,697
0568_01,RoomService,1908
0570_01,RoomService,530
0572_01,RoomService,1911
0573_01,RoomService,14
0579_01,RoomService,53
0585_03,RoomService,2648
0587_01,RoomService,5
0589_01,RoomService,234
0590_01,RoomService,801
0593_01,RoomService,43
0596_01,RoomService,21
0599_03,RoomService,1252
0607_01,RoomService,27
0607_02,RoomService,434
0607_03,RoomService,4
0609_01,RoomService,149
0618_02,RoomService,1
0628_01,RoomService,103
0633_01,RoomService,629
0635_02,RoomService,614
0641_01,RoomService,2
0643_01,RoomService,1019
0645_01,RoomService,1724
0647_03,RoomService,105
0655_01,RoomService,237
0663_01,RoomService,86
0665_02,RoomService,1264
0672_01,RoomService,1
0683_01,RoomService,269
0685_01,RoomService,1
0686_02,RoomService,3887
0687_01,RoomService,3097
0688_01,RoomService,1973
0691_01,RoomService,164
0691_02,RoomService,505
0697_01,RoomService,21
0699_02,RoomService,2698
0702_01,RoomService,121
0710_01,RoomService,1695
0712_01,RoomService,457
0713_01,RoomService,1577
0718_01,RoomService,521
0727_01,RoomService,139
0729_01,RoomService,7
0734_01,RoomService,712
0740_01,RoomService,76
0740_03,RoomService,3594
0750_01,RoomService,15
0753_02,RoomService,19
0756_02,RoomService,47
0757_01,RoomService,1
0765_01,RoomService,1248
0765_02,RoomService,755
0768_01,RoomService,29
0773_01,RoomService,558
0779_01,RoomService,562
0781_01,RoomService,14
0785_01,RoomService,713
0788_01,RoomService,797
0806_01,RoomService,183
0808_01,RoomService,159
0809_02,RoomService,1227
0809_03,RoomService,836
0811_01,RoomService,1209
0815_01,RoomService,2
0820_02,RoomService,751
0824_01,RoomService,815
0826_01,RoomService,174
0828_01,RoomService,786
0828_02,RoomService,324
0829_01,RoomService,15
0830_01,RoomService,14
0835_01,RoomService,77
0836_01,RoomService,494
0840_01,RoomService,663
0845_01,RoomService,2651
0851_01,RoomService,217
0860_01,RoomService,34
0867_01,RoomService,2
0869_01,RoomService,280
0870_01,RoomService,112
0871_01,RoomService,2
0876_01,RoomService,12
0878_01,RoomService,381
0879_01,RoomService,784
0881_01,RoomService,3103
0883_01,RoomService,875
0889_02,RoomService,1
0890_01,RoomService,172
0901_01,RoomService,47
0902_01,RoomService,200
0905_01,RoomService,4
0911_01,RoomService,2492
0911_02,RoomService,853
0915_01,RoomService,157
0918_01,RoomService,47
0919_01,RoomService,18
0924_01,RoomService,13
0925_01,RoomService,379
0930_01,RoomService,646
0933_01,RoomService,14
0938_01,RoomService,174
0940_01,RoomService,55
0942_01,RoomService,594
0944_01,RoomService,891
0946_01,RoomService,72
0952_01,RoomService,877
0960_01,RoomService,3
0965_01,RoomService,631
0966_01,RoomService,1377
0968_01,RoomService,792
0975_01,RoomService,58
0985_01,RoomService,6
0987_01,RoomService,3
0988_02,RoomService,1
0992_01,RoomService,31
0992_02,RoomService,387
0992_03,RoomService,1192
0992_04,RoomService,8030
0992_06,RoomService,4301
0993_01,RoomService,252
0994_02,RoomService,621
0997_01,RoomService,253
1000_01,RoomService,885
1002_02,RoomService,1050
1011_01,RoomService,1633
1019_01,RoomService,1
1022_01,RoomService,48
1024_01,RoomService,187
1025_01,RoomService,759
1027_02,RoomService,1454
1027_03,RoomService,231
1030_01,RoomService,1081
1031_01,RoomService,756
1035_01,RoomService,4
1040_01,RoomService,521
1046_01,RoomService,507
1051_01,RoomService,2
1053_01,RoomService,182
1071_01,RoomService,415
1078_01,RoomService,79
1079_01,RoomService,638
1080_01,RoomService,202
1082_01,RoomService,694
1083_03,RoomService,556
1093_01,RoomService,1862
1094_01,RoomService,437
1096_01,RoomService,233
1100_01,RoomService,490
1100_03,RoomService,787
1100_04,RoomService,528
1102_01,RoomService,173
1105_01,RoomService,82
1108_01,RoomService,55
1110_02,RoomService,8
1114_01,RoomService,936
1117_01,RoomService,855
1121_01,RoomService,98
1129_01,RoomService,2
1144_02,RoomService,482
1144_03,RoomService,412
1146_01,RoomService,620
1148_07,RoomService,2386
1152_01,RoomService,29
1155_01,RoomService,131
1165_02,RoomService,636
1169_01,RoomService,2357
1173_01,RoomService,96
1182_02,RoomService,2997
1182_03,RoomService,60
1188_01,RoomService,204
1192_01,RoomService,600
1195_01,RoomService,2
1198_01,RoomService,42
1206_01,RoomService,71
1210_02,RoomService,393
1211_05,RoomService,1
1216_01,RoomService,65
1225_01,RoomService,2
1228_02,RoomService,142
1230_01,RoomService,354
1235_01,RoomService,27
1236_01,RoomService,614
1239_01,RoomService,585
1240_01,RoomService,889
1243_02,RoomService,8168
1254_01,RoomService,704
1254_02,RoomService,4
1256_01,RoomService,1277
1261_01,RoomService,1365
1263_01,RoomService,1084
1269_01,RoomService,2066
1283_01,RoomService,6
1285_01,RoomService,286
1287_03,RoomService,733
1288_01,RoomService,621
1289_02,RoomService,789
1291_01,RoomService,1758
1292_02,RoomService,105
1293_01,RoomService,213
1295_01,RoomService,68
1300_01,RoomService,1
1302_01,RoomService,218
1308_02,RoomService,278
1311_02,RoomService,948
1311_03,RoomService,1946
1317_01,RoomService,2508
1325_02,RoomService,70
1326_01,RoomService,1450
1326_02,RoomService,1507
1330_01,RoomService,405
1330_02,RoomService,120
1332_01,RoomService,28
1337_01,RoomService,775
1345_01,RoomService,1174
1350_02,RoomService,1489
1350_03,RoomService,491
1352_01,RoomService,43
1353_02,RoomService,1535
1365_01,RoomService,77
1370_01,RoomService,965
1371_01,RoomService,591
1378_01,RoomService,245
1378_02,RoomService,926
1384_01,RoomService,21
1384_04,RoomService,338
1384_05,RoomService,189
1385_01,RoomService,705
1387_01,RoomService,1088
1391_02,RoomService,1072
1391_03,RoomService,485
1393_01,RoomService,42
1393_02,RoomService,2058
1397_01,RoomService,386
1403_01,RoomService,1656
1404_01,RoomService,1
1406_01,RoomService,36
1407_01,RoomService,737
1407_02,RoomService,8
1408_01,RoomService,4
1414_01,RoomService,259
1415_01,RoomService,13
1419_01,RoomService,1381
1421_01,RoomService,328
1421_02,RoomService,891
1424_02,RoomService,2988
1425_01,RoomService,711
1427_02,RoomService,443
1430_01,RoomService,360
1438_01,RoomService,181
1439_01,RoomService,112
1439_02,RoomService,806
1444_01,RoomService,50
1451_01,RoomService,202
1452_01,RoomService,5
1453_02,RoomService,3
1463_01,RoomService,200
1465_01,RoomService,356
1467_01,RoomService,894
1481_01,RoomService,555
1484_01,RoomService,92
1489_01,RoomService,73
1493_01,RoomService,35
1499_01,RoomService,5
1500_05,RoomService,319
1503_01,RoomService,1890
1503_02,RoomService,1114
1507_02,RoomService,1
1507_04,RoomService,398
1509_01,RoomService,1240
1510_01,RoomService,1226
1511_01,RoomService,1006
1511_04,RoomService,65
1515_01,RoomService,765
1525_01,RoomService,539
1526_01,RoomService,4
1528_01,RoomService,3992
1533_01,RoomService,1015
1539_01,RoomService,54
1540_01,RoomService,1
1541_01,RoomService,12
1542_01,RoomService,7172
1544_01,RoomService,9
1545_01,RoomService,206
1547_01,RoomService,163
1550_01,RoomService,1
1550_02,RoomService,5022
1558_01,RoomService,877
1561_01,RoomService,1030
1562_01,RoomService,341
1568_01,RoomService,1018
1572_01,RoomService,758
1572_02,RoomService,4
1573_01,RoomService,938
1576_01,RoomService,641
1579_01,RoomService,333
1580_02,RoomService,428
1584_01,RoomService,433
1592_01,RoomService,305
1592_02,RoomService,16
1593_01,RoomService,5
1601_01,RoomService,22
1604_01,RoomService,2
1606_01,RoomService,13
1608_01,RoomService,1158
1613_01,RoomService,825
1614_01,RoomService,432
1617_01,RoomService,295
1621_01,RoomService,553
1621_02,RoomService,172
1624_02,RoomService,612
1631_01,RoomService,1215
1635_01,RoomService,1300
1636_01,RoomService,139
1638_01,RoomService,414
1640_01,RoomService,305
1647_01,RoomService,954
1653_01,RoomService,4
1655_01,RoomService,3202
1656_01,RoomService,1
1658_01,RoomService,1150
1662_01,RoomService,127
1666_01,RoomService,158
1668_01,RoomService,2
1669_01,RoomService,2436
1669_03,RoomService,1481
1672_01,RoomService,7
1673_01,RoomService,876
1677_01,RoomService,5
1681_01,RoomService,1
1687_01,RoomService,714
1688_01,RoomService,233
1691_01,RoomService,3482
1695_01,RoomService,324
1704_01,RoomService,1112
1704_02,RoomService,86
1709_01,RoomService,31
1709_02,RoomService,2210
1709_03,RoomService,1313
1709_04,RoomService,1744
1709_06,RoomService,1554
1709_07,RoomService,285
1711_01,RoomService,437
1712_01,RoomService,139
1712_02,RoomService,103
1713_01,RoomService,84
1717_01,RoomService,813
1717_02,RoomService,4
1721_01,RoomService,320
1723_01,RoomService,852
1724_01,RoomService,8
1727_02,RoomService,1279
1728_01,RoomService,553
1729_01,RoomService,21
1730_01,RoomService,68
1731_02,RoomService,1
1733_01,RoomService,1336
1740_01,RoomService,762
1742_01,RoomService,49
1752_01,RoomService,1006
1757_01,RoomService,26
1758_01,RoomService,587
1760_01,RoomService,742
1761_01,RoomService,145
1762_01,RoomService,2400
1762_02,RoomService,104
1766_01,RoomService,112
1767_02,RoomService,3677
1767_03,RoomService,2973
1772_01,RoomService,1220
1779_01,RoomService,164
1782_02,RoomService,596
1783_01,RoomService,28
1786_01,RoomService,28
1792_01,RoomService,27
1798_01,RoomService,1
1799_01,RoomService,5
1810_01,RoomService,4694
1811_02,RoomService,928
1812_01,RoomService,9
1816_01,RoomService,1891
1817_01,RoomService,112
1822_01,RoomService,2
1823_01,RoomService,143
1829_02,RoomService,1
1833_01,RoomService,140
1834_01,RoomService,17
1836_01,RoomService,1639
1841_01,RoomService,1104
1843_01,RoomService,2249
1847_01,RoomService,5
1848_01,RoomService,181
1849_01,RoomService,113
1856_01,RoomService,8
1857_01,RoomService,120
1860_02,RoomService,95
1861_02,RoomService,953
1863_01,RoomService,14
1864_01,RoomService,1752
1877_01,RoomService,28
1880_01,RoomService,470
1881_01,RoomService,2215
1888_01,RoomService,116
1892_01,RoomService,5
1892_02,RoomService,4
1899_01,RoomService,11
1902_01,RoomService,42
1905_01,RoomService,1465
1908_01,RoomService,1218
1911_01,RoomService,8
1916_02,RoomService,1744
1918_03,RoomService,34
1920_01,RoomService,731
1927_01,RoomService,2424
1933_01,RoomService,10
1937_01,RoomService,7
1939_01,RoomService,975
1939_02,RoomService,3037
1940_01,RoomService,120
1941_01,RoomService,717
1947_01,RoomService,942
1952_01,RoomService,382
1956_01,RoomService,2765
1956_02,RoomService,708
1961_01,RoomService,302
1962_01,RoomService,3
1971_01,RoomService,3
1974_01,RoomService,3702
1976_02,RoomService,15
1976_04,RoomService,1
1979_01,RoomService,401
1980_02,RoomService,1434
1981_01,RoomService,196
1983_01,RoomService,414
1991_02,RoomService,213
1993_01,RoomService,1062
1995_01,RoomService,231
1996_01,RoomService,12
1997_01,RoomService,37
1999_01,RoomService,373
2000_01,RoomService,5
2001_01,RoomService,673
2003_01,RoomService,3
2012_01,RoomService,1250
2015_01,RoomService,1139
2024_02,RoomService,44
2027_01,RoomService,30
2028_01,RoomService,662
2034_01,RoomService,399
2038_01,RoomService,6
2051_01,RoomService,2
2052_01,RoomService,162
2053_01,RoomService,281
2056_02,RoomService,16
2059_01,RoomService,2
2060_01,RoomService,1430
2062_01,RoomService,583
2065_01,RoomService,12
2071_02,RoomService,167
2073_01,RoomService,177
2074_01,RoomService,1289
2074_02,RoomService,9
2075_01,RoomService,270
2080_01,RoomService,430
2081_01,RoomService,8
2083_01,RoomService,121
2084_01,RoomService,19
2086_01,RoomService,51
2088_02,RoomService,51
2090_01,RoomService,8
2091_01,RoomService,356
2092_01,RoomService,29
2092_02,RoomService,546
2092_03,RoomService,6726
2092_04,RoomService,1751
2092_05,RoomService,2300
2096_01,RoomService,216
2096_02,RoomService,1624
2099_01,RoomService,10
2102_01,RoomService,63
2104_01,RoomService,776
2106_01,RoomService,1
2107_01,RoomService,235
2111_01,RoomService,600
2112_01,RoomService,860
2124_01,RoomService,770
2126_01,RoomService,717
2127_01,RoomService,721
2128_01,RoomService,624
2129_01,RoomService,736
2133_01,RoomService,1054
2134_01,RoomService,1146
2135_01,RoomService,75
2135_02,RoomService,426
2136_01,RoomService,2
2147_01,RoomService,1146
2148_01,RoomService,579
2152_01,RoomService,2138
2154_01,RoomService,78
2156_01,RoomService,651
2167_01,RoomService,38
2168_02,RoomService,212
2171_01,RoomService,388
2171_02,RoomService,2
2179_01,RoomService,437
2180_01,RoomService,1
2182_01,RoomService,46
2183_01,RoomService,607
2183_02,RoomService,938
2190_01,RoomService,1750
2196_02,RoomService,26
2200_01,RoomService,1443
2202_01,RoomService,1671
2203_01,RoomService,2019
2207_01,RoomService,546
2209_01,RoomService,1356
2215_02,RoomService,2
2228_01,RoomService,1172
2229_01,RoomService,48
2231_01,RoomService,2
2233_01,RoomService,9
2234_04,RoomService,552
2234_05,RoomService,21
2234_07,RoomService,2538
2235_01,RoomService,203
2239_01,RoomService,93
2241_01,RoomService,485
2243_01,RoomService,38
2251_01,RoomService,320
2251_02,RoomService,2
2253_01,RoomService,701
2262_01,RoomService,485
2266_01,RoomService,616
2267_01,RoomService,2318
2270_01,RoomService,171
2275_01,RoomService,241
2277_01,RoomService,26
2280_01,RoomService,20
2284_01,RoomService,262
2288_01,RoomService,12
2289_01,RoomService,20
2291_02,RoomService,3
2291_03,RoomService,426
2298_01,RoomService,270
2299_01,RoomService,174
2301_01,RoomService,1010
2301_02,RoomService,1508
2301_03,RoomService,1367
2303_01,RoomService,1377
2306_06,RoomService,1320
2308_02,RoomService,9
2313_01,RoomService,1365
2318_01,RoomService,128
2332_01,RoomService,556
2336_02,RoomService,1409
2338_02,RoomService,14
2339_01,RoomService,1290
2347_01,RoomService,613
2347_06,RoomService,1
2353_01,RoomService,27
2353_02,RoomService,880
2356_01,RoomService,773
2363_01,RoomService,2416
2368_01,RoomService,579
2369_01,RoomService,3
2374_01,RoomService,464
2379_01,RoomService,194
2385_01,RoomService,1773
2391_01,RoomService,768
2395_01,RoomService,712
2396_02,RoomService,854
2399_01,RoomService,854
2403_01,RoomService,7
2404_03,RoomService,828
2409_01,RoomService,292
2411_01,RoomService,19
2416_01,RoomService,9
2417_01,RoomService,11
2424_01,RoomService,34
2429_01,RoomService,112
2435_01,RoomService,4
2436_01,RoomService,759
2439_01,RoomService,227
2443_01,RoomService,1458
2444_01,RoomService,6
2445_01,RoomService,602
2452_01,RoomService,526
2455_01,RoomService,554
2458_01,RoomService,31
2463_01,RoomService,58
2467_01,RoomService,999
2470_01,RoomService,139
2472_01,RoomService,756
2480_01,RoomService,682
2483_01,RoomService,2594
2486_01,RoomService,552
2486_02,RoomService,584
2488_01,RoomService,4483
2491_01,RoomService,2
2496_01,RoomService,64
2498_01,RoomService,148
2500_01,RoomService,272
2502_01,RoomService,873
2503_01,RoomService,311
2506_03,RoomService,36
2510_01,RoomService,34
2515_01,RoomService,2
2516_01,RoomService,75
2519_01,RoomService,172
2528_01,RoomService,639
2530_01,RoomService,1734
2532_01,RoomService,737
2540_01,RoomService,345
2542_01,RoomService,834
2544_02,RoomService,41
2546_01,RoomService,548
2548_01,RoomService,852
2549_01,RoomService,1663
2549_03,RoomService,1281
2551_01,RoomService,238
2558_03,RoomService,403
2560_02,RoomService,882
2561_01,RoomService,194
2562_02,RoomService,2502
2564_01,RoomService,2
2565_02,RoomService,598
2571_01,RoomService,145
2574_01,RoomService,10
2578_01,RoomService,1153
2580_01,RoomService,19
2581_01,RoomService,496
2581_02,RoomService,26
2582_01,RoomService,98
2588_01,RoomService,4
2590_02,RoomService,406
2591_01,RoomService,9
2592_01,RoomService,803
2592_02,RoomService,1102
2593_01,RoomService,804
2595_03,RoomService,938
2596_01,RoomService,59
2597_02,RoomService,995
2598_01,RoomService,27
2606_01,RoomService,900
2606_02,RoomService,10
2617_01,RoomService,59
2619_01,RoomService,2000
2622_01,RoomService,492
2626_01,RoomService,232
2629_01,RoomService,91
2635_01,RoomService,1867
2643_01,RoomService,122
2645_02,RoomService,3
2648_01,RoomService,490
2649_01,RoomService,46
2658_01,RoomService,366
2661_01,RoomService,1
2662_01,RoomService,1722
2666_02,RoomService,1874
2668_01,RoomService,29
2670_01,RoomService,4
2672_01,RoomService,970
2676_01,RoomService,3551
2682_01,RoomService,880
2683_01,RoomService,2
2685_01,RoomService,886
2688_01,RoomService,13
2690_01,RoomService,339
2693_02,RoomService,11
2695_01,RoomService,947
2697_01,RoomService,1893
2700_01,RoomService,45
2704_01,RoomService,1178
2707_01,RoomService,1113
2708_01,RoomService,3
2709_03,RoomService,361
2714_01,RoomService,269
2717_01,RoomService,130
2720_01,RoomService,171
2721_01,RoomService,21
2724_02,RoomService,1200
2736_01,RoomService,1709
2737_02,RoomService,2381
2738_01,RoomService,1049
2740_01,RoomService,1
2741_01,RoomService,471
2743_01,RoomService,746
2745_01,RoomService,1511
2746_01,RoomService,758
2748_01,RoomService,143
2750_01,RoomService,600
2754_01,RoomService,911
2756_01,RoomService,253
2762_01,RoomService,625
2762_02,RoomService,254
2763_01,RoomService,91
2765_01,RoomService,1502
2768_01,RoomService,123
2773_01,RoomService,314
2774_01,RoomService,3
2774_03,RoomService,412
2778_01,RoomService,2301
2780_01,RoomService,14
2783_02,RoomService,2
2787_01,RoomService,13
2790_03,RoomService,3
2793_01,RoomService,784
2795_01,RoomService,10
2798_01,RoomService,6
2799_01,RoomService,3
2801_01,RoomService,1
2802_01,RoomService,18
2806_01,RoomService,948
2812_01,RoomService,803
2817_01,RoomService,237
2818_03,RoomService,165
2819_01,RoomService,77
2826_01,RoomService,1581
2826_02,RoomService,20
2839_01,RoomService,1
2840_01,RoomService,672
2843_01,RoomService,357
2852_01,RoomService,33
2853_01,RoomService,56
2857_01,RoomService,631
2860_01,RoomService,154
2861_01,RoomService,5
2865_01,RoomService,2904
2865_02,RoomService,520
2867_01,RoomService,71
2867_02,RoomService,819
2873_01,RoomService,2127
2876_01,RoomService,173
2877_01,RoomService,418
2878_01,RoomService,44
2884_01,RoomService,912
2888_01,RoomService,901
2891_01,RoomService,4
2893_01,RoomService,688
2897_01,RoomService,1
2899_01,RoomService,523
2902_01,RoomService,123
2905_01,RoomService,489
2906_01,RoomService,1
2908_02,RoomService,649
2913_01,RoomService,21
2919_01,RoomService,13
2925_01,RoomService,336
2926_01,RoomService,828
2936_01,RoomService,15
2940_01,RoomService,5
2941_01,RoomService,24
2942_01,RoomService,198
2944_01,RoomService,214
2950_01,RoomService,310
2954_01,RoomService,235
2956_01,RoomService,3
2958_01,RoomService,1822
2959_01,RoomService,1
2962_01,RoomService,1228
2964_01,RoomService,2050
2966_01,RoomService,2
2969_01,RoomService,221
2970_01,RoomService,740
2986_01,RoomService,5711
2988_01,RoomService,396
2993_01,RoomService,1252
2994_01,RoomService,173
3000_01,RoomService,736
3006_01,RoomService,23
3012_01,RoomService,1187
3014_01,RoomService,82
3019_01,RoomService,1644
3021_01,RoomService,517
3021_02,RoomService,608
3025_01,RoomService,2
3025_02,RoomService,45
3030_01,RoomService,728
3032_04,RoomService,479
3036_01,RoomService,506
3038_01,RoomService,1228
3040_01,RoomService,2616
3044_01,RoomService,577
3047_02,RoomService,995
3050_01,RoomService,1586
3054_01,RoomService,578
3055_01,RoomService,1086
3060_01,RoomService,760
3060_02,RoomService,3309
3061_01,RoomService,664
3062_01,RoomService,741
3063_03,RoomService,1
3066_01,RoomService,1609
3068_01,RoomService,379
3079_01,RoomService,35
3082_01,RoomService,1
3093_01,RoomService,2229
3095_01,RoomService,924
3096_01,RoomService,5
3100_02,RoomService,809
3110_01,RoomService,520
3111_01,RoomService,1173
3114_01,RoomService,1598
3116_01,RoomService,127
3119_01,RoomService,571
3120_02,RoomService,691
3124_02,RoomService,1130
3126_01,RoomService,139
3128_01,RoomService,62
3130_01,RoomService,886
3140_01,RoomService,912
3142_01,RoomService,33
3142_02,RoomService,1087
3147_01,RoomService,17
3158_01,RoomService,1507
3163_01,RoomService,1007
3163_02,RoomService,4
3169_01,RoomService,207
3174_01,RoomService,155
3179_01,RoomService,2840
3181_01,RoomService,4
3189_02,RoomService,1299
3193_01,RoomService,309
3196_01,RoomService,1046
3200_01,RoomService,4
3201_01,RoomService,330
3204_02,RoomService,3865
3206_01,RoomService,293
3210_01,RoomService,454
3210_02,RoomService,11
3210_03,RoomService,76
3211_01,RoomService,11
3211_02,RoomService,511
3212_01,RoomService,180
3213_01,RoomService,715
3217_01,RoomService,324
3218_01,RoomService,5
3218_02,RoomService,52
3223_01,RoomService,16
3227_01,RoomService,63
3229_01,RoomService,3
3235_01,RoomService,158
3236_02,RoomService,593
3237_01,RoomService,1097
3237_03,RoomService,2646
3247_01,RoomService,764
3252_01,RoomService,8
3259_01,RoomService,508
3269_01,RoomService,74
3274_02,RoomService,1612
3275_01,RoomService,256
3276_01,RoomService,20
3280_02,RoomService,1150
3283_02,RoomService,64
3287_02,RoomService,718
3292_02,RoomService,13
3293_01,RoomService,915
3295_01,RoomService,2598
3296_01,RoomService,632
3297_01,RoomService,313
3300_02,RoomService,378
3305_02,RoomService,1065
3314_01,RoomService,260
3315_01,RoomService,10
3328_01,RoomService,578
3330_01,RoomService,1633
3331_01,RoomService,666
3332_01,RoomService,824
3348_01,RoomService,180
3350_01,RoomService,3
3361_04,RoomService,717
3363_01,RoomService,1
3370_01,RoomService,2532
3380_01,RoomService,664
3382_01,RoomService,2
3383_01,RoomService,1
3384_01,RoomService,1
3384_02,RoomService,106
3389_01,RoomService,24
3402_01,RoomService,2
3403_01,RoomService,308
3409_01,RoomService,90
3412_03,RoomService,2
3415_01,RoomService,505
3419_01,RoomService,2267
3421_01,RoomService,15
3424_01,RoomService,190
3426_01,RoomService,22
3432_01,RoomService,381
3437_01,RoomService,6
3438_02,RoomService,95
3441_01,RoomService,350
3442_01,RoomService,503
3443_01,RoomService,792
3445_01,RoomService,1
3447_01,RoomService,1196
3461_01,RoomService,86
3465_01,RoomService,506
3467_01,RoomService,90
3476_04,RoomService,1
3480_01,RoomService,121
3484_02,RoomService,3
3488_02,RoomService,6
3489_01,RoomService,274
3490_01,RoomService,4
3492_01,RoomService,44
3496_02,RoomService,542
3497_01,RoomService,66
3499_01,RoomService,196
3501_01,RoomService,1272
3511_01,RoomService,124
3512_01,RoomService,1
3514_01,RoomService,122
3527_01,RoomService,733
3528_01,RoomService,1
3531_01,RoomService,809
3533_01,RoomService,1749
3535_01,RoomService,1304
3539_01,RoomService,1
3547_01,RoomService,1099
3552_01,RoomService,4
3553_01,RoomService,3
3555_01,RoomService,766
3558_01,RoomService,78
3559_01,RoomService,249
3560_01,RoomService,3
3561_02,RoomService,1617
3562_01,RoomService,2581
3562_02,RoomService,14
3568_01,RoomService,30
3570_01,RoomService,85
3572_01,RoomService,19
3577_01,RoomService,1178
3582_01,RoomService,323
3584_01,RoomService,42
3588_01,RoomService,576
3588_02,RoomService,787
3592_01,RoomService,193
3592_02,RoomService,354
3598_01,RoomService,616
3609_01,RoomService,5
3610_02,RoomService,5
3612_01,RoomService,1
3614_01,RoomService,2
3615_02,RoomService,2
3619_01,RoomService,43
3628_01,RoomService,42
3634_01,RoomService,25
3636_01,RoomService,1280
3639_01,RoomService,125
3642_01,RoomService,105
3653_01,RoomService,97
3654_01,RoomService,1
3658_02,RoomService,3
3660_01,RoomService,42
3671_01,RoomService,43
3674_01,RoomService,232
3677_01,RoomService,105
3681_02,RoomService,4
3686_01,RoomService,25
3691_01,RoomService,1404
3692_01,RoomService,808
3700_01,RoomService,58
3703_02,RoomService,1377
3704_01,RoomService,120
3705_01,RoomService,238
3706_01,RoomService,424
3706_02,RoomService,131
