source,target
0309_01,F60S
0310_01,F999P
0313_01,F68P
0313_02,G50P
0313_03,F68P
0313_04,G50P
0314_01,G51P
0315_01,G42S
0316_01,B9S
0316_02,B9S
0320_01,G44S
0320_02,G44S
0321_01,F61S
0322_01,G45S
0324_01,G53P
0326_01,G47S
0327_01,F999P
0330_01,C14S
0330_02,C14S
0330_03,C14S
0331_01,F72P
0333_01,F73P
0334_01,F62S
0336_01,F74P
0337_01,F63S
0337_02,F63S
0337_03,F63S
0338_01,G48S
0340_01,B10S
0341_01,G57P
0343_01,F76P
0345_01,E21S
0346_01,G59P
0347_01,F64S
0348_01,D12P
0348_02,D12P
0350_01,G60P
0352_01,F78P
0355_01,F999P
0356_01,B15P
0357_01,F65S
0358_01,G50S
0358_02,G50S
0359_01,F66S
0360_01,F67S
0361_01,F68S
0365_01,G51S
0368_01,F82P
0368_02,F82P
0369_01,G53S
0370_01,F83P
0371_01,F84P
0372_01,F85P
0373_01,G62P
0375_01,E22P
0376_01,G54S
0377_01,C15S
0378_01,B11S
0378_02,B11S
0378_03,B11S
0378_04,B11S
0378_05,B11S
0378_06,B11S
0378_07,B11S
0379_01,G63P
0380_01,F999P
0381_01,B16P
0381_02,B16P
0382_01,G64P
0383_01,G55S
0383_02,G55S
0384_01,G56S
0384_02,G56S
0385_01,G65P
0387_01,G66P
0388_01,G57S
0389_01,E23P
0391_01,C9P
0392_01,E24P
0395_01,B17P
0395_02,B17P
0396_01,G59S
0397_01,F69S
0398_01,D13S
0401_01,D14S
0401_02,D14S
0402_01,D15S
0403_01,D13P
0405_01,F89P
0407_01,G69P
0407_02,F90P
0407_03,G69P
0408_01,E25P
0409_01,F71S
0410_01,F72S
0411_01,F91P
0412_01,C11P
0413_01,F92P
0415_01,G60S
0417_01,B18P
0417_02,B18P
0417_03,B18P
0423_01,B19P
0425_01,F96P
0425_02,F96P
0425_03,F96P
0427_01,E26P
0428_01,C16S
0429_01,A5S
0429_02,A5S
0430_01,F75S
0431_01,F97P
0432_01,F76S
0433_01,B20P
0433_02,B20P
0434_01,F77S
0435_01,G62S
0436_01,G63S
0436_02,G63S
0437_01,F78S
0437_02,F78S
0438_01,B13S
0439_01,C13P
0441_01,F79S
0442_01,F98P
0444_01,D15P
0444_02,F99P
0445_01,F80S
0445_02,E25S
0446_01,B21P
0447_01,F81S
0448_01,E27P
0448_02,G71P
0449_01,G64S
0452_01,E26S
0453_01,B14S
0453_02,B14S
0453_03,B14S
0454_01,B15S
0454_02,B15S
0454_03,B15S
0456_01,F83S
0457_01,G72P
0457_02,G72P
0457_03,G72P
0458_01,D16S
0459_01,F84S
0460_01,G65S
0461_01,E27S
0461_02,F85S
0461_03,G66S
0462_01,G67S
0463_01,F100P
0463_02,F100P
0465_01,E28P
0465_02,E28P
0466_01,F101P
0468_01,F999P
0470_01,F86S
0470_02,F86S
0471_01,B22P
0471_02,B22P
0472_01,F87S
0474_01,G69S
0475_01,E29P
0476_01,F103P
0476_02,F103P
0476_03,F103P
0477_01,E30P
0480_01,G74P
0481_01,G70S
0482_01,E28S
0482_02,F88S
0485_01,B17S
0487_01,C19S
0488_01,G76P
0490_01,G71S
0498_01,B18S
0498_02,B18S
0499_01,F89S
0499_02,E29S
0500_01,D19P
0501_01,E32P
0502_01,F999P
0503_01,F90S
0503_02,F90S
0503_03,E31S
0504_01,B19S
0504_02,B19S
0504_03,B19S
0504_04,B19S
0504_05,B19S
0504_06,B19S
0506_01,F91S
0507_01,G74S
0510_01,C16P
0512_01,D18S
0512_02,D18S
0513_01,G78P
0515_01,B20S
0516_01,A6S
0517_01,F109P
0518_01,F92S
0519_01,G77S
0520_01,G78S
0521_01,E32S
0522_01,E33P
0523_01,E33S
0525_01,F999P
0527_01,F93S
0527_02,F93S
0528_01,C17P
0529_01,G81P
0531_01,G82P
0531_02,G82P
0533_01,D21P
0534_01,B23P
0534_02,B23P
0537_01,G83P
0538_01,F110P
0539_01,C18P
0539_02,C18P
0539_03,C18P
0539_04,C18P
0539_05,C18P
0540_01,F95S
0540_02,F95S
0542_01,G84P
0545_01,F111P
0546_01,F96S
0547_01,F97S
0548_01,E36S
0549_01,D19S
0549_02,F98S
0550_01,F99S
0551_01,G80S
0552_01,C21S
0553_01,C19P
0553_02,C19P
0555_01,C20P
0555_02,C20P
0556_01,F100S
0559_01,F102S
0560_01,G81S
0560_02,G81S
0560_03,F103S
0561_01,G82S
0563_01,F114P
0564_01,B24P
0564_02,B24P
0564_03,B24P
0565_01,F115P
0566_01,E37S
0567_01,G83S
0568_01,D20S
0568_02,D20S
0569_01,F116P
0570_01,C22S
0571_01,C21P
0571_02,C21P
0571_03,C21P
0571_04,C21P
0571_05,C21P
0571_06,C21P
0571_07,C21P
0572_01,F105S
0573_01,F117P
0575_01,E34P
0576_01,F107S
0577_01,G86P
0579_01,F108S
0579_02,G85S
0580_01,G87P
0581_01,E38S
0582_01,F118P
0583_01,F109S
0583_02,F109S
0583_03,F109S
0585_01,F120P
0585_02,F120P
0585_03,D22P
0586_01,D23P
0587_01,F121P
0588_01,G89P
0589_01,E35P
0590_01,G90P
0591_01,G86S
0593_01,D24P
0594_01,G87S
0594_02,E39S
0596_01,F123P
0597_01,G91P
0597_02,G91P
0598_01,G89S
0599_01,F124P
0599_02,F124P
0599_03,F124P
0599_04,F124P
0600_01,C23S
0602_01,F125P
0602_02,E36P
0602_03,F125P
0603_01,F126P
0607_01,C22P
0607_02,C22P
0607_03,C22P
0608_01,G94P
0609_01,F128P
0610_01,F129P
0611_01,G90S
0612_01,B25P
0614_01,G91S
0615_01,G92S
0615_02,G92S
0615_03,G92S
0618_01,G95P
0618_02,F131P
0619_01,C24S
0619_02,C24S
0623_01,G93S
0628_01,F133P
0629_01,G96P
0630_01,F112S
0631_01,F113S
0633_01,D25P
0634_01,F135P
0635_01,G94S
0635_02,E43S
0636_01,F136P
0636_02,F136P
0637_01,E44S
0638_01,B28P
0639_01,F137P
0641_01,F114S
0642_01,C25S
0642_02,C25S
0642_03,C25S
0642_04,C25S
0642_05,C25S
0643_01,F138P
0644_01,E38P
0645_01,G98P
0646_01,C26S
0647_01,F115S
0647_02,F115S
0647_03,F115S
0650_01,G95S
0653_01,E45S
0655_01,E39P
0656_01,G101P
0657_01,F117S
0657_02,G97S
0658_01,F118S
0659_01,G98S
0660_01,G99S
0661_01,C23P
0663_01,F140P
0664_01,E46S
0665_01,F141P
0665_02,F141P
0668_01,F142P
0669_01,F143P
0671_01,G102P
0672_01,G103P
0674_01,G101S
0677_01,G102S
0678_01,G103S
0679_01,G104S
0680_01,G105P
0680_02,G105P
0680_03,G105P
0682_01,F121S
0683_01,F144P
0684_01,F145P
0684_02,F145P
0684_03,F145P
0685_01,E41P
0686_01,F146P
0686_02,D30P
0687_01,D23S
0688_01,E48S
0689_01,B25S
0690_01,F122S
0691_01,E49S
0691_02,F123S
0691_03,E49S
0693_01,C27S
0693_02,C27S
0696_01,G107S
0697_01,F147P
0699_01,F126S
0699_02,D24S
0701_01,D25S
0702_01,F127S
0703_01,G108S
0704_01,G107P
0705_01,F149P
0707_01,G109S
0709_01,A7S
0709_02,A7S
0709_03,A7S
0710_01,E42P
0712_01,F150P
0712_02,F150P
0713_01,E50S
0714_01,G109P
0714_02,G109P
0714_03,G109P
0714_04,G109P
0714_05,G109P
0714_06,G109P
0714_07,G109P
0715_01,F999P
0718_01,E43P
0719_01,E44P
0724_01,F132S
0726_01,G111P
0727_01,F133S
0728_01,F134S
0729_01,E53S
0732_01,F999P
0733_01,F153P
0734_01,F154P
0736_01,F156P
0737_01,C28S
0738_01,F157P
0740_01,C24P
0740_02,C24P
0740_03,C24P
0743_01,G111S
0746_01,G112S
0750_01,F140S
0753_01,A4P
0753_02,A4P
0753_03,A4P
0754_01,D31P
0756_01,B27S
0756_02,B27S
0756_03,B27S
0757_01,D33P
0761_01,C26P
0762_01,G114S
0764_01,G115S
0765_01,F142S
0765_02,F142S
0767_01,G116S
0768_01,B32P
0768_02,B32P
0769_01,B28S
0770_01,G117S
0770_02,G117S
0770_03,G117S
0770_04,G117S
0770_05,G117S
0770_06,G117S
0771_01,G112P
0772_01,E56S
0772_02,E56S
0772_03,E56S
0772_04,E56S
0773_01,F143S
0776_01,F161P
0777_01,A5P
0779_01,F162P
0781_01,G118S
0782_01,F163P
0784_01,C33S
0785_01,F165P
0786_01,G113P
0787_01,G114P
0788_01,F166P
0789_01,A8S
0789_02,A8S
0789_03,A8S
0790_01,G119S
0791_01,G115P
0793_01,G117P
0794_01,F144S
0794_02,F144S
0795_01,F145S
0796_01,D28S
0797_01,F146S
0798_01,F147S
0799_01,A6P
0802_01,F148S
0805_01,C29P
0806_01,F149S
0806_02,G120S
0808_01,E57S
0809_01,F151S
0809_02,F151S
0809_03,F151S
0809_04,F151S
0811_01,F152S
0811_02,F152S
0811_03,F152S
0813_01,F169P
0815_01,E59S
0816_01,E60S
0817_01,G119P
0818_01,B29S
0819_01,G121S
0820_01,F154S
0820_02,G122S
0822_01,F156S
0823_01,G123S
0823_02,G123S
0824_01,F158S
0825_01,G120P
0826_01,F999P
0828_01,F159S
0828_02,F159S
0829_01,F170P
0830_01,F171P
0833_01,F999P
0834_01,F173P
0835_01,G124S
0836_01,F160S
0839_01,B30S
0840_01,G123P
0845_01,B31S
0846_01,G125S
0848_01,F175P
0848_02,F175P
0849_01,B32S
0849_02,B32S
0850_01,E62S
0851_01,F176P
0853_01,A9S
0859_01,G127S
0860_01,E48P
0863_01,G129S
0863_02,G129S
0863_03,G129S
0865_01,B35S
0865_02,B35S
0867_01,F163S
0868_01,G130S
0869_01,F164S
0870_01,G126P
0871_01,A10S
0873_01,F180P
0874_01,F165S
0875_01,G131S
0876_01,F166S
0877_01,C30P
0878_01,D31S
0879_01,F999P
0881_01,D32S
0883_01,G127P
0885_01,G133S
0885_02,G133S
0889_01,C32P
0889_02,C32P
0890_01,F184P
0893_01,G129P
0898_01,G134S
0899_01,F187P
0899_02,G130P
0901_01,F167S
0902_01,F188P
0903_01,G135S
0904_01,C33P
0905_01,D38P
0906_01,F168S
0907_01,B34P
0907_02,B34P
0910_01,G137S
0911_01,F189P
0911_02,F189P
0912_01,B37S
0913_01,E51P
0915_01,G138S
0918_01,E66S
0919_01,F190P
0921_01,G139S
0922_01,B35P
0922_02,B35P
0923_01,C38S
0923_02,B38S
0924_01,E67S
0925_01,F191P
0925_02,F191P
0925_03,F191P
0926_01,B39S
0926_02,B39S
0927_01,G140S
0928_01,G133P
0930_01,F192P
0930_02,G134P
0931_01,F193P
0932_01,F999P
0933_01,C35P
0933_02,C35P
0935_01,F194P
0938_01,F172S
0938_02,E68S
0938_03,G143S
0939_01,G135P
0940_01,G136P
0941_01,F195P
0942_01,F196P
0944_01,G137P
0944_02,G137P
0946_01,F198P
0947_01,G138P
0949_01,G140P
0951_01,G144S
0952_01,F175S
0953_01,F199P
0955_01,G145S
0956_01,E70S
0957_01,F201P
0960_01,E72S
0961_01,G141P
0964_01,B36P
0964_02,B36P
0965_01,F178S
0966_01,F179S
0968_01,E53P
0969_01,F202P
0970_01,G142P
0971_01,G143P
0972_01,E54P
0975_01,E56P
0976_01,G146S
0978_01,F203P
0979_01,B40S
0982_01,G145P
0982_02,G145P
0983_01,G149S
0984_01,G150S
0984_02,F182S
0984_03,G150S
0984_04,G150S
0984_05,F182S
0984_06,G150S
0984_07,G150S
0984_08,G150S
0985_01,E57P
0987_01,F204P
0988_01,G151S
0988_02,E73S
0989_01,G146P
0990_01,F183S
0991_01,G152S
0992_01,D35S
0992_02,D35S
0992_03,D35S
0992_04,D35S
0992_05,D35S
0992_06,D35S
0993_01,F184S
0994_01,G153S
0994_02,F185S
0995_01,C36P
0997_01,F186S
0998_01,C37P
1000_01,D39P
1001_01,G154S
1002_01,F187S
1002_02,F187S
1002_03,F187S
1004_01,A11S
1005_01,G156S
1006_01,E74S
1006_02,E74S
1006_03,E74S
1008_01,C39S
1008_02,C39S
1011_01,G148P
1011_02,G148P
1012_01,G149P
1013_01,G158S
1014_01,F207P
1015_01,F189S
1017_01,F190S
1018_01,G150P
1019_01,F191S
1020_01,F208P
1022_01,F999P
1024_01,F209P
1024_02,G152P
1024_03,G152P
1024_04,G152P
1025_01,F210P
1026_01,G159S
1027_01,F211P
1027_02,F211P
1027_03,F211P
1027_04,F211P
1029_01,F212P
1030_01,F213P
1031_01,F194S
1032_01,G153P
1033_01,G154P
1034_01,G155P
1035_01,F214P
1036_01,G161S
1038_01,G163S
1040_01,G164S
1041_01,F999P
1043_01,F215P
1045_01,C38P
1045_02,C38P
1046_01,F196S
1047_01,G156P
1048_01,F216P
1049_01,F217P
1049_02,F217P
1051_01,F197S
1052_01,F198S
1053_01,F199S
1054_01,F200S
1056_01,F218P
1056_02,F218P
1057_01,C39P
1058_01,F201S
1060_01,G166S
1062_01,F219P
1063_01,B38P
1063_02,B38P
1065_01,F202S
1066_01,F220P
1068_01,G167S
1071_01,T0P
1075_01,B41S
1075_02,B41S
1076_01,G161P
1077_01,G162P
1078_01,E60P
1079_01,G163P
1080_01,F204S
1082_01,F205S
1083_01,F206S
1083_02,F206S
1083_03,F206S
1084_01,F207S
1085_01,G165P
1086_01,G166P
1086_02,G166P
1086_03,G166P
1086_04,E61P
1086_05,G166P
1088_01,G169S
1089_01,D41P
1089_02,D41P
1091_01,F223P
1093_01,D42P
1094_01,F224P
1095_01,F999P
1096_01,G170S
1097_01,E76S
1099_01,F225P
1100_01,F226P
1100_02,F226P
1100_03,F226P
1100_04,E62P
1102_01,F227P
1105_01,F208S
1108_01,F211S
1108_02,F211S
1110_01,C42S
1110_02,C42S
1112_01,B39P
1113_01,E78S
1114_01,E79S
1114_02,E79S
1115_01,G173S
1116_01,G174S
1116_02,G174S
1116_03,G174S
1117_01,E63P
1121_01,F229P
1123_01,B40P
1127_01,B43S
1129_01,E80S
1130_01,E81S
1130_02,D38S
1132_01,F999P
1133_01,E64P
1134_01,F999P
1136_01,G175S
1140_01,B46S
1140_02,B46S
1140_03,B46S
1141_01,G176S
1142_01,G173P
1144_01,G177S
1144_02,F217S
1144_03,G177S
1146_01,F232P
1147_01,B42P
1148_01,C42P
1148_02,C42P
1148_03,C42P
1148_04,C42P
1148_05,C42P
1148_06,C42P
1148_07,C42P
1149_01,G178S
1149_02,G178S
1149_03,G178S
1149_04,G178S
1149_05,G178S
1150_01,G179S
1152_01,F218S
1153_01,G174P
1154_01,B43P
1154_02,B43P
1154_03,B43P
1155_01,F233P
1155_02,G175P
1156_01,B47S
1156_02,B47S
1161_01,B48S
1161_02,B48S
1162_01,C45S
1163_01,F235P
1165_01,B44P
1165_02,B44P
1165_03,B44P
1165_04,B44P
1166_01,C43P
1167_01,F236P
1168_01,E69P
1169_01,F221S
1170_01,E83S
1173_01,G182S
1174_01,G176P
1175_01,F223S
1177_01,C44P
1178_01,F224S
1179_01,B49S
1180_01,F225S
1182_01,F237P
1182_02,E70P
1182_03,F237P
1185_01,E71P
1186_01,G183S
1186_02,G183S
1186_03,G183S
1186_04,F227S
1186_05,G183S
1187_01,F228S
1187_02,G184S
1187_03,G184S
1188_01,C46P
1190_01,E72P
1191_01,F229S
1192_01,F238P
1193_01,B50S
1193_02,B50S
1195_01,F239P
1197_01,B45P
1198_01,F999P
1199_01,E73P
1203_01,B51S
1206_01,F241P
1208_01,G178P
1210_01,G179P
1210_02,G179P
1211_01,G186S
1211_02,G186S
1211_03,G186S
1211_04,G186S
1211_05,F232S
1211_06,G186S
1211_07,G186S
1212_01,G180P
1213_01,F242P
1214_01,G181P
1215_01,G187S
1216_01,G182P
1218_01,F243P
1220_01,E76P
1221_01,G188S
1221_02,E87S
1222_01,G183P
1223_01,C48S
1225_01,F244P
1228_01,E89S
1228_02,E89S
1229_01,F245P
1230_01,G189S
1231_01,E77P
1232_01,C49S
1232_02,C49S
1233_01,G184P
1234_01,F236S
1235_01,F237S
1236_01,F246P
1238_01,C50S
1238_02,B53S
1239_01,E78P
1240_01,F238S
1242_01,C48P
1243_01,A9P
1243_02,A9P
1246_01,G185P
1248_01,F239S
1250_01,F240S
1254_01,D44S
1254_02,F241S
1255_01,F242S
1255_02,F242S
1256_01,E92S
1258_01,A10P
1259_01,F243S
1260_01,G186P
1261_01,C49P
1263_01,F244S
1264_01,E79P
1267_01,G191S
1269_01,E80P
1271_01,G189P
1273_01,F246S
1274_01,F254P
1278_01,G190P
1279_01,C50P
1280_01,F257P
1281_01,G193S
1282_01,G191P
1283_01,G194S
1284_01,F247S
1285_01,F258P
1286_01,F248S
1287_01,F259P
1287_02,F259P
1287_03,F259P
1288_01,G192P
1289_01,G195S
1289_02,G195S
1291_01,F260P
1292_01,B55S
1292_02,B55S
1293_01,F261P
1294_01,A14S
1294_02,A14S
1294_03,A14S
1295_01,F999P
1299_01,F250S
1300_01,F251S
1302_01,D45S
1304_01,E82P
1304_02,E82P
1304_03,E82P
1304_04,E82P
1304_05,E82P
1304_06,E82P
1306_01,B56S
1306_02,B56S
1307_01,G193P
1308_01,E94S
1308_02,E94S
1308_03,E94S
1308_04,E94S
1309_01,F264P
1310_01,C52S
1311_01,F265P
1311_02,F265P
1311_03,D43P
1312_01,G194P
1316_01,E95S
1316_02,E95S
1317_01,F266P
1322_01,G196P
1323_01,F267P
1324_01,G199S
1324_02,G199S
1324_03,G199S
1325_01,E97S
1325_02,E97S
1325_03,E97S
1326_01,F257S
1326_02,F257S
1328_01,G198P
1330_01,D46S
1330_02,D46S
1331_01,G200S
1332_01,E98S
1333_01,F269P
1335_01,G199P
1336_01,G201S
1337_01,F258S
1340_01,G203S
1342_01,G200P
1345_01,F260S
1347_01,F271P
1348_01,B57S
1348_02,B57S
1350_01,G206S
1350_02,F261S
1350_03,G206S
1350_04,G206S
1351_01,G202P
1352_01,F272P
1353_01,F262S
1353_02,F262S
1353_03,F262S
1353_04,F262S
1355_01,G203P
1356_01,G207S
1357_01,D48S
1360_01,E100S
1362_01,F265S
1365_01,B58S
1365_02,B58S
1366_01,G206P
1368_01,G208P
1370_01,E102S
1371_01,D44P
1375_01,G208S
1375_02,F267S
1376_01,G211P
1377_01,C52P
1378_01,G212P
1378_02,F275P
1379_01,F268S
1380_01,C53S
1381_01,G209S
1382_01,E104S
1383_01,D49S
1384_01,E105S
1384_02,G210S
1384_03,F269S
1384_04,F269S
1384_05,E105S
1385_01,G213P
1386_01,G214P
1387_01,E85P
1389_01,G212S
1390_01,G215P
1391_01,F276P
1391_02,F276P
1391_03,F276P
1393_01,F270S
1393_02,F270S
1395_01,G214S
1397_01,F271S
1398_01,G216P
1399_01,F272S
1400_01,G217P
1401_01,G218P
1402_01,G215S
1402_02,G215S
1403_01,E86P
1404_01,B60S
1404_02,B60S
1406_01,E106S
1407_01,F278P
1407_02,F278P
1408_01,G216S
1410_01,F279P
1412_01,G217S
1413_01,G218S
1414_01,F280P
1415_01,D45P
1416_01,G219P
1417_01,C54S
1419_01,F273S
1420_01,E108S
1421_01,F274S
1421_02,F274S
1423_01,B61S
1423_02,B61S
1423_03,B61S
1424_01,B47P
1424_02,B47P
1424_03,B47P
1424_04,B47P
1424_05,B47P
1425_01,F282P
1425_02,G220P
1425_03,G220P
1426_01,D46P
1427_01,F275S
1427_02,F275S
1428_01,E109S
1430_01,F283P
1431_01,G221P
1433_01,G219S
1434_01,G222P
1434_02,G222P
1434_03,G222P
1435_01,G223P
1438_01,E89P
1439_01,F279S
1439_02,D52S
1440_01,F280S
1442_01,G220S
1443_01,G225P
1444_01,C55S
1445_01,G221S
1447_01,G227P
1450_01,D53S
1450_02,D53S
1451_01,C56S
1451_02,C56S
1452_01,C53P
1452_02,C53P
1452_03,C53P
1452_04,C53P
1452_05,C53P
1453_01,G229P
1453_02,G229P
1454_01,D54S
1455_01,B62S
1455_02,B62S
1455_03,B62S
1455_04,B62S
1455_05,B62S
1457_01,E110S
1458_01,G223S
1460_01,F285P
1460_02,G230P
1461_01,G224S
1462_01,G231P
1463_01,F282S
1465_01,G233P
1467_01,E111S
1474_01,F287P
1478_01,F289P
1478_02,F289P
1479_01,F290P
1481_01,E91P
1484_01,E93P
1485_01,F291P
1488_01,E94P
1489_01,G229S
1490_01,D47P
1491_01,G240P
1491_02,F292P
1491_03,G240P
1493_01,F285S
1498_01,F295P
1499_01,F287S
1500_01,G230S
1500_02,G230S
1500_03,G230S
1500_04,G230S
1500_05,F288S
1500_06,G230S
1500_07,G230S
1501_01,G243P
1503_01,D48P
1503_02,D48P
1506_01,F298P
1507_01,F289S
1507_02,F289S
1507_03,G231S
1507_04,F289S
1509_01,E95P
1510_01,F291S
1511_01,B63S
1511_02,B63S
1511_03,B63S
1511_04,B63S
1515_01,F293S
1520_01,G235S
1521_01,F295S
1523_01,B64S
1523_02,B64S
1524_01,G236S
1525_01,F299P
1526_01,F300P
1527_01,D49P
1527_02,D49P
1528_01,D50P
1529_01,A16S
1529_02,A16S
1531_01,G237S
1532_01,B65S
1533_01,G244P
1536_01,F297S
1539_01,A17S
1540_01,C55P
1540_02,C55P
1540_03,C55P
1541_01,F298S
1542_01,F299S
1543_01,C56P
1544_01,G245P
1545_01,F999P
1547_01,F301S
1548_01,B50P
1548_02,B50P
1550_01,C58S
1550_02,C58S
1551_01,E96P
1552_01,G240S
1555_01,A18S
1558_01,G247P
1560_01,G242S
1561_01,F305P
1562_01,F306P
1564_01,F303S
1565_01,F304S
1567_01,B53P
1568_01,G248P
1568_02,G248P
1569_01,F308P
1572_01,G249P
1572_02,F309P
1573_01,D56S
1576_01,E97P
1577_01,F310P
1578_01,E98P
1579_01,F311P
1580_01,G246S
1580_02,G246S
1581_01,F312P
1581_02,F312P
1584_01,F314P
1584_02,G251P
1585_01,G252P
1588_01,E99P
1588_02,E99P
1590_01,D57S
1590_02,D57S
1592_01,C60S
1592_02,C60S
1593_01,E114S
1594_01,G253P
1595_01,C57P
1596_01,B54P
1597_01,G254P
1599_01,C58P
1599_02,C58P
1601_01,G255P
1602_01,F307S
1603_01,F317P
1603_02,G256P
1603_03,G256P
1604_01,G257P
1606_01,E116S
1608_01,F319P
1611_01,G248S
1612_01,E101P
1612_02,E101P
1613_01,F999P
1614_01,F321P
1615_01,F322P
1615_02,G259P
1615_03,G259P
1617_01,D53P
1619_01,G249S
1621_01,F308S
1621_02,F308S
1622_01,F323P
1624_01,G250S
1624_02,G250S
1624_03,G250S
1625_01,C59P
1625_02,C59P
1626_01,F324P
1628_01,B71S
1630_01,G252S
1630_02,G252S
1630_03,F309S
1631_01,E118S
1632_01,C62S
1633_01,G261P
1633_02,G261P
1634_01,G253S
1635_01,F325P
1636_01,G254S
1637_01,G255S
1638_01,E119S
1640_01,G262P
1644_01,F327P
1645_01,F999P
1646_01,G264P
1647_01,F328P
1649_01,G265P
